username	datapoints_t	change	innov_start	innov_end	datapoints_i	datapoints_e
Nidhogg	1	0	1	1	1	0
Dealbreaker	1	0	0.5	0.5	1	0
04/20/89	1	0	1	1	1	0
MahmudVonAnka	1	0	1	1	1	0
StraightShooter	1	0	1	1	1	0
Proteinpulver	1	0	1	1	1	0
GastonGaston	1	0	1	1	1	0
qvintusgul	1	0	1	1	1	0
conny-kaka	1	0	1	1	1	0
Sneaky.Bastard	1	0	1	1	1	0
NancyReagan	1	0	1	1	1	0
Censur	1	0	1	1	1	0
T.H	1	0	0	0	1	0
mrYagi	1	0	1	1	1	0
Chrillothekid	1	0	1	1	1	0
Irriga	1	0	0	0	1	0
micks	1	0	1	1	1	0
TorrentLover	1	0	1	1	1	0
Satrick	1	0	1	1	1	0
Utopisk.illusion	1	0	1	1	1	0
mazik	1	0	1	1	1	0
Starguitar	1	0	1	1	1	0
Hauptman	1	0	1	1	1	0
Centerpartiet	1	0	0	0	1	0
NatalyaPoklonskaya	1	0	1	1	1	0
Boltzlux	1	0	1	1	1	0
Valerian	1	0	1	1	1	0
AC1D	1	0	0	0	1	0
Kaputnik2	1	0	1	1	1	0
Mendes	1	0	1	1	1	0
RingosStarr	1	0	1	1	1	0
Europa2014	1	0	1	1	1	0
Werner.Sombart	1	0	1	1	1	0
min-farsa	1	0	1	1	1	0
inofficiell	1	0	1	1	1	0
speedi-	1	0	1	1	1	0
Frukthandlaren.	1	0	1	1	1	0
i574n8u11	1	0	1	1	1	0
HemanAfSuperman	1	0	1	1	1	0
Kaari	1	0	1	1	1	0
Nedo801	1	0	1	1	1	0
BrittaFittov	1	0	0	0	1	0
Pastor Green	1	0	1	1	1	0
Astrobiologi	1	0	1	1	1	0
DuSomTrodde	1	0	1	1	1	0
KenRingInte	1	0	0	0	1	0
alienjenni	1	0	1	1	1	0
Tsedenbal	1	0	0.5	0.5	1	0
FTXn666	1	0	1	1	1	0
BrunNyans	1	0	0	0	1	0
tommpaboy	1	0	1	1	1	0
NunsWithGuns	1	0	1	1	1	0
TioNio	1	0	1	1	1	0
Zick	1	0	0.6666666667	0.6666666667	1	0
horzcat	1	0	1	1	1	0
Loha54	1	0	1	1	1	0
SvenskBiskop	1	0	1	1	1	0
Jonnossi	1	0	1	1	1	0
anitramane	1	0	1	1	1	0
VadSkaDuBli	1	0	1	1	1	0
baido123	1	0	1	1	1	0
HeHeHeXp	1	0	1	1	1	0
greyhound	1	0	1	1	1	0
PK-trollet	1	0	1	1	1	0
plankstek	1	0	1	1	1	0
AggressivAlv	1	0	1	1	1	0
MachineHeadXXX	1	0	1	1	1	0
Schweizergarde	1	0	1	1	1	0
Ayezan	1	0	1	1	1	0
klunt	1	0	0	0	1	0
Casaba	1	0	1	1	1	0
Pethrus	1	0	1	1	1	0
ModerJord89	1	0	1	1	1	0
1235oops4567	1	0	1	1	1	0
snurre-spratt	1	0	0	0	1	0
D432	1	0	1	1	1	0
eradio	1	0	0	0	1	0
oirutetuieort65	1	0	1	1	1	0
Maggan-Haggan	1	0	1	1	1	0
BushflyerX	1	0	1	1	1	0
Konfuzion	1	0	1	1	1	0
The Crash	1	0	1	1	1	0
ProfessorSudo	1	0	0	0	1	0
Slavianov	1	0	1	1	1	0
Eadron	1	0	1	1	1	0
Nemesis457	1	0	1	1	1	0
Kalosyne	1	0	1	1	1	0
POCKETESS1	1	0	1	1	1	0
intefake	1	0	1	1	1	0
BREEZIE	1	0	1	1	1	0
Olddriver	1	0	1	1	1	0
DarthOlle	1	0	1	1	1	0
ragnarlagoon	1	0	1	1	1	0
HbtKillen	1	0	0	0	1	0
jizzberg	1	0	0	0	1	0
EmileZola	1	0	1	1	1	0
199011x	1	0	1	1	1	0
KungensFrilla	1	0	0	0	1	0
Selmaskild	1	0	1	1	1	0
thunders62	1	0	0	0	1	0
Skorpion76	1	0	1	1	1	0
GalnasteGunnar	1	0	0	0	1	0
Worthless47	1	0	1	1	1	0
r9	1	0	1	1	1	0
Hundt	1	0	1	1	1	0
Jeremiah	1	0	1	1	1	0
golden-goose	1	0	1	1	1	0
Pletheneis	1	0	1	1	1	0
SearchAndFind	1	0	1	1	1	0
Cabernet	1	0	1	1	1	0
banjowhiz	1	0	1	1	1	0
deSilvestra	1	0	1	1	1	0
bhai-gora	1	0	0	0	1	0
S.Kierkegaard	1	0	0	0	1	0
Anon2	1	0	1	1	1	0
IslamSucks	1	0	0	0	1	0
Fonclbrich	1	0	1	1	1	0
avskyn	1	0	1	1	1	0
Posa	1	0	0	0	1	0
naboru	1	0	1	1	1	0
InflationsNation	1	0	1	1	1	0
Svennefritt	1	0	1	1	1	0
coden-reborn	1	0	1	1	1	0
Fiskebankarna	1	0	1	1	1	0
riddleoflife	1	0	1	1	1	0
aktapirenelskling	1	0	1	1	1	0
Adelja	1	0	1	1	1	0
Deepsky	1	0	1	1	1	0
padron	1	0	1	1	1	0
swesolider	1	0	1	1	1	0
Sticazzi	1	0	1	1	1	0
kllu	1	0	1	1	1	0
LillaflickanPK	1	0	1	1	1	0
Negressdrottningen	1	0	1	1	1	0
Jonny.Boj	1	0	1	1	1	0
Arlamorgon	1	0	1	1	1	0
KungPuk	1	0	1	1	1	0
Anderson.Cooper	1	0	1	1	1	0
-Snacka-	1	0	1	1	1	0
VoldosFilm	1	0	1	1	1	0
Sten-Ulph	1	0	1	1	1	0
TheClaw	1	0	1	1	1	0
Invektiv	1	0	1	1	1	0
Faktencheck	1	0	1	1	1	0
BloodyHarry	1	0	1	1	1	0
Guapo	1	0	1	1	1	0
Pausererik	1	0	1	1	1	0
JagHeterChrister	1	0	1	1	1	0
jibberfitz88	1	0	1	1	1	0
Saltkille	1	0	1	1	1	0
Kyrpator	1	0	1	1	1	0
-mollen-	1	0	1	1	1	0
Schibban	1	0	1	1	1	0
Erkoo	1	0	1	1	1	0
EghtLegged	1	0	1	1	1	0
Sleepingbambi	1	0	1	1	1	0
cromo	1	0	1	1	1	0
Compton90120	1	0	1	1	1	0
VincentLel	1	0	1	1	1	0
GubbenmedG	1	0	1	1	1	0
SvartaPesten	1	0	1	1	1	0
CRFRP	1	0	1	1	1	0
OmgivenAvIdioter	1	0	1	1	1	0
jourlistan	1	0	1	1	1	0
Havkoo	1	0	1	1	1	0
Securesafe	1	0	1	1	1	0
wewereonabreak	1	0	1	1	1	0
Bladguld	1	0	1	1	1	0
Ejsidisi	1	0	1	1	1	0
sneakydude	1	0	1	1	1	0
Dadaland	1	0	1	1	1	0
caramboll	1	0	1	1	1	0
NilsHlt	1	0	1	1	1	0
Cloecud	1	0	1	1	1	0
Observatorius	1	0	1	1	1	0
slimharlot	1	0	1	1	1	0
insida	1	0	0	0	1	0
Anamnemesis	1	0	1	1	1	0
turtletoad	1	0	1	1	1	0
langalandefalukorv	1	0	1	1	1	0
nkari	1	0	1	1	1	0
Sparagmos	1	0	1	1	1	0
JordanusBrunus	1	0	1	1	1	0
ticoba	1	0	1	1	1	0
sigtuna101	1	0	1	1	1	0
THRILLHO-	1	0	1	1	1	0
MainStreet	1	0	1	1	1	0
SylvesterLundgren	1	0	1	1	1	0
D-odoubleG	1	0	1	1	1	0
SuperDox	1	0	1	1	1	0
ForbrytarenAnnie	1	0	1	1	1	0
RoffeC	1	0	1	1	1	0
clownpepe	1	0	1	1	1	0
AmerikanskDoktor	1	0	1	1	1	0
dingdingvarld	1	0	1	1	1	0
TechPriest72	1	0	1	1	1	0
Calpuza	1	0	1	1	1	0
ShitsOnFireYo	1	0	1	1	1	0
JackFoley	1	0	1	1	1	0
Antifragil	1	0	1	1	1	0
YxanKlyver	1	0	1	1	1	0
Delvest	1	0	1	1	1	0
nötallergiker	1	0	1	1	1	0
Motvikten	1	0	1	1	1	0
Lokaltrafik	1	0	1	1	1	0
An7on	1	0	1	1	1	0
Arkade	1	0	1	1	1	0
Mr.Rastapopoulos	1	0	1	1	1	0
RobbyRob44	1	0	1	1	1	0
Fideli	1	0	1	1	1	0
Butty-Boys	1	0	1	1	1	0
Tjeljabinsk	1	0	1	1	1	0
FilthyScrub	1	0	1	1	1	0
The-Johnny	1	0	1	1	1	0
Buttpluggs	1	0	1	1	1	0
S3ON	1	0	1	1	1	0
TheMelancholyPie	1	0	1	1	1	0
Mellanskillnad	1	0	1	1	1	0
ArthurDayne	1	0	1	1	1	0
Grovport	1	0	1	1	1	0
IngenSympati	1	0	1	1	1	0
OllarSenoritas	1	0	1	1	1	0
orvarino	1	0	1	1	1	0
GuliusCaesar	1	0	1	1	1	0
Robert-Haschberg	1	0	1	1	1	0
Necesario	1	0	1	1	1	0
Duvhus	1	0	1	1	1	0
Camerata	1	0	1	1	1	0
erzon	1	0	1	1	1	0
Hank.leach	1	0	1	1	1	0
Azneee	1	0	1	1	1	0
ApatiskPerson	1	0	0	0	1	0
topgris	1	0	1	1	1	0
Falkenberg91	1	0	1	1	1	0
Loel	1	0	1	1	1	0
Nomorefeminists	1	0	1	1	1	0
GoldenKiwk	1	0	1	1	1	0
Thesnaggletooth	1	0	1	1	1	0
Meadowsheart	1	0	1	1	1	0
burksamlare2.0	1	0	1	1	1	0
Mittiseptember	1	0	1	1	1	0
Shobren99	1	0	1	1	1	0
Reviews	1	0	1	1	1	0
pelar40	1	0	1	1	1	0
Kalroot	1	0	1	1	1	0
salvelinus	1	0	1	1	1	0
lionatthezoo	1	0	1	1	1	0
urbefolkning	1	0	1	1	1	0
Xon81	1	0	1	1	1	0
Escalora	1	0	1	1	1	0
Melankoliker	1	0	1	1	1	0
Olli.Isonen	1	0	1	1	1	0
Topol-M	1	0	1	1	1	0
Bluehairdontcare	1	0	1	1	1	0
Justinsikon	1	0	1	1	1	0
Medelmedlem	1	0	1	1	1	0
pirata-codexa	1	0	1	1	1	0
G0ne.Fishing	1	0	1	1	1	0
Frimurare	1	0	1	1	1	0
Pneumokock	1	0	1	1	1	0
EasyClaps	1	0	1	1	1	0
Annasvensson32	1	0	1	1	1	0
fittslickarn	1	0	1	1	1	0
48k8	1	0	1	1	1	0
Lidqvist	1	0	1	1	1	0
Ymi	1	0	1	1	1	0
penispojken1488	1	0	1	1	1	0
BubbasBoy	1	0	1	1	1	0
besserwisser83	1	0	1	1	1	0
joyce	1	0	1	1	1	0
Befelhafvarn	1	0	1	1	1	0
SDless	1	0	1	1	1	0
HerrGlas	1	0	0	0	1	0
Verit	1	0	1	1	1	0
Liggist	1	0	1	1	1	0
-HUGO-BOSS-	1	0	0.3333333333	0.3333333333	1	0
sitinchair	1	0	1	1	1	0
zoomy	1	0	1	1	1	0
Scheria	1	0	1	1	1	0
Taoist	1	0	1	1	1	0
tictaco	1	0	1	1	1	0
Gameday	1	0	1	1	1	0
Cardaosta	1	0	1	1	1	0
LeetBoarn	1	0	0	0	1	0
cannabinol	1	0	1	1	1	0
Bruggen	1	0	1	1	1	0
Ritterbruder	1	0	1	1	1	0
yootwink	1	0	1	1	1	0
caught.on.tape	1	0	0	0	1	0
wearesexualpervert	1	0	1	1	1	0
Vredestein	1	0	1	1	1	0
AngryHorse	1	0	1	1	1	0
motherbunny	1	0	1	1	1	0
PWNSTARZoCOM	1	0	1	1	1	0
xzoon	1	0	1	1	1	0
990099	1	0	1	1	1	0
FetManDansar	1	0	1	1	1	0
Apotea	1	0	1	1	1	0
Knullsugen1996	1	0	1	1	1	0
negerbarnet	1	0	1	1	1	0
Prusssiluskan	1	0	1	1	1	0
it-takes-2	1	0	1	1	1	0
Lingbos	1	0	1	1	1	0
SvDekomposition	1	0	1	1	1	0
10110110	1	0	1	1	1	0
GBGhelena83	1	0	1	1	1	0
sundish91	1	0	0	0	1	0
BajsBosse	1	0	1	1	1	0
DelijeSever	1	0	1	1	1	0
lottarosie	1	0	1	1	1	0
mrboom	1	0	1	1	1	0
christallqhulaaa	1	0	1	1	1	0
elliot1990	1	0	1	1	1	0
Harrfena	1	0	1	1	1	0
ed1	1	0	1	1	1	0
MosterAugusta	1	0	1	1	1	0
Berra76	1	0	1	1	1	0
Wristcutter	1	0	1	1	1	0
Melonpartiet	1	0	1	1	1	0
Ragolin	1	0	1	1	1	0
alejandro321	1	0	1	1	1	0
varmkork	1	0	1	1	1	0
Reddington	1	0	1	1	1	0
Fyll-Bosse	1	0	1	1	1	0
Syek	1	0	1	1	1	0
Tanon	1	0	1	1	1	0
lohnjennon	1	0	1	1	1	0
bettygoesagogo	1	0	1	1	1	0
Whaaam	1	0	1	1	1	0
00sju	1	0	1	1	1	0
alisvensson	1	0	1	1	1	0
Kallekool	1	0	1	1	1	0
JuristGross	1	0	1	1	1	0
dilanapak	1	0	1	1	1	0
Enity	1	0	1	1	1	0
Chola	1	0	1	1	1	0
krewblew	1	0	1	1	1	0
Pullups	1	0	1	1	1	0
allasKelgris	1	0	1	1	1	0
o2gitarren	1	0	1	1	1	0
Brakved	1	0	1	1	1	0
tobbemani	1	0	1	1	1	0
Anbelanga	1	0	1	1	1	0
Fadingaway	1	0	1	1	1	0
SwagYolo1337cool	1	0	1	1	1	0
Adekvate	1	0	1	1	1	0
Stapedius	1	0	1	1	1	0
Gaztor	1	0	1	1	1	0
Allah.till.Sverje	1	0	1	1	1	0
RabarbFantast	1	0	1	1	1	0
Finsken93	1	0	1	1	1	0
fyratretre	1	0	1	1	1	0
MataInteNegern	1	0	1	1	1	0
HansVonPerkele	1	0	1	1	1	0
diadara	1	0	1	1	1	0
NuclearHolohoax	1	0	1	1	1	0
RealDancer	1	0	1	1	1	0
Archloch	1	0	1	1	1	0
NordiskVarulv	1	0	1	1	1	0
Grottmongoliden	1	0	1	1	1	0
HitlersAnus	1	0	1	1	1	0
Ehms	1	0	1	1	1	0
Vitsig	1	0	1	1	1	0
Civilization	1	0	1	1	1	0
Ingenjör	1	0	1	1	1	0
antischemetischm	1	0	1	1	1	0
kastanjekriget	1	0	1	1	1	0
Caordio	1	0	1	1	1	0
Bobson	1	0	1	1	1	0
Mekkdosa	1	0	1	1	1	0
Turkiye1453	1	0	1	1	1	0
sugminpung	1	0	1	1	1	0
Callidac	1	0	1	1	1	0
Bigity-Wigity	1	0	1	1	1	0
Ockult	1	0	1	1	1	0
Discorporation	1	0	1	1	1	0
NegerSlaktaren	1	0	1	1	1	0
VivaPutin	1	0	1	1	1	0
GreenYoshi	1	0	1	1	1	0
Stygian-Vista	1	0	1	1	1	0
Aurochs	1	0	1	1	1	0
niggerungen	1	0	1	1	1	0
OstravaRadvanice	1	0	1	1	1	0
surban81	1	0	1	1	1	0
ChopperZed	1	0	1	1	1	0
Kris00tian	1	0	1	1	1	0
wreak	1	0	1	1	1	0
Tiimpi	1	0	1	1	1	0
Agaton1	1	0	1	1	1	0
ke	1	0	1	1	1	0
Uppvaknandet2015	1	0	1	1	1	0
Kapten5	1	0	1	1	1	0
Dominusillvminatio	1	0	1	1	1	0
savelucretia	1	0	1	1	1	0
TjockisMattias	1	0	1	1	1	0
Marenostrum	1	0	0.0833333333	0.0833333333	1	0
Duffie	1	0	1	1	1	0
Adolf.Rockefeller	1	0	1	1	1	0
GeorgeDahlkulle	1	0	1	1	1	0
HRStudent	1	0	1	1	1	0
Johnnythefox	1	0	1	1	1	0
gnuling	1	0	1	1	1	0
aico	1	0	1	1	1	0
.luftballong	1	0	1	1	1	0
Nearfieldcom	1	0	1	1	1	0
Johnpafash	1	0	0	0	1	0
G-Kill	1	0	1	1	1	0
Potato...Russo	1	0	1	1	1	0
klimvoro	1	0	1	1	1	0
LoveRavel	1	0	0	0	1	0
involution	1	0	1	1	1	0
iroquois	1	0	1	1	1	0
withnoname	1	0	1	1	1	0
WayneClooney	1	0	1	1	1	0
Xkcd	1	0	1	1	1	0
VIRTUALCLOWNPANDA	1	0	1	1	1	0
cmbw	1	0	1	1	1	0
Scrofa	1	0	1	1	1	0
08-4-ever	1	0	1	1	1	0
Orakletspektakl	1	0	1	1	1	0
OttoVon	1	0	1	1	1	0
Sedelpressaren	1	0	1	1	1	0
nq	1	0	1	1	1	0
Fittjuden	1	0	1	1	1	0
Sjalvaverket	1	0	1	1	1	0
OCoileain	1	0	1	1	1	0
Ibiza80	1	0	1	1	1	0
Gammelfirre	1	0	1	1	1	0
sodermalmsfeminist	1	0	1	1	1	0
Wishmaster75	1	0	1	1	1	0
miscusi	1	0	1	1	1	0
TatueradeSnutkukar	1	0	1	1	1	0
Beaver-fur	1	0	1	1	1	0
greitkempe	1	0	1	1	1	0
Danielblipp	1	0	1	1	1	0
Krutoman	1	0	1	1	1	0
Calvary	1	0	1	1	1	0
Emret	1	0	1	1	1	0
Camogli	1	0	1	1	1	0
USSR2.0	1	0	1	1	1	0
Pitch80	1	0	1	1	1	0
Sjuttiofemman	1	0	1	1	1	0
Afrosvensk	1	0	1	1	1	0
rocksteady	1	0	1	1	1	0
Huxtable	1	0	0	0	1	0
Oreganium	1	0	1	1	1	0
Hypokondria	1	0	1	1	1	0
FuckingNamn	1	0	0	0	1	0
Learn	1	0	1	1	1	0
CaptainKuling	1	0	1	1	1	0
Kesobonde	1	0	1	1	1	0
taxner	1	0	1	1	1	0
Klarto	1	0	1	1	1	0
cheshire	1	0	1	1	1	0
honungsflickan	1	0	1	1	1	0
Kennex	1	0	1	1	1	0
Gothus	1	0	1	1	1	0
uppdrag-granskning	1	0	1	1	1	0
intespringa	1	0	1	1	1	0
thetruth103	1	0	1	1	1	0
DenVelige	1	0	1	1	1	0
Pcyscs	1	0	1	1	1	0
Ralleboys	1	0	1	1	1	0
30Luger	1	0	1	1	1	0
zqb	1	0	1	1	1	0
OverTheMoon	1	0	0	0	1	0
Pizzapaomelett	1	0	1	1	1	0
Lt.Col.Kilgore	1	0	1	1	1	0
Bulkhulken	1	0	1	1	1	0
CSM-2	1	0	1	1	1	0
kongoveteran	1	0	1	1	1	0
DenHeligaBirgitta	1	0	1	1	1	0
SpaCC	1	0	0	0	1	0
flipper1446	1	0	0	0	1	0
Raphaelle	1	0	0	0	1	0
father L	1	0	0	0	1	0
kstrom	1	0	0	0	1	0
flipster	1	0	0	0	1	0
Pookii	1	0	0	0	1	0
th3vil	1	0	0	0	1	0
Stuntman Bob	1	0	0	0	1	0
KristerKlister	1	0	0	0	1	0
Paco.Escobar	1	0	0	0	1	0
Luffarhunden	1	0	0	0	1	0
Grimmjow	1	0	0	0	1	0
Avos	1	0	0	0	1	0
Bohlinger	1	0	0	0	1	0
mcrofl	1	0	0	0	1	0
Obskyrig	1	0	0	0	1	0
Timix	1	0	0	0	1	0
Antidot	1	0	0	0	1	0
skolmatsal	1	0	0	0	1	0
Saffrose	1	0	0	0	1	0
Antaeus	1	0	0	0	1	0
DarthPeter	1	0	0	0	1	0
Super Swamper	1	0	0	0	1	0
zebago	1	0	0	0	1	0
Buju	1	0	0	0	1	0
Stafford	1	0	0	0	1	0
Gyllenborst	1	0	0	0	1	0
Sumping	1	0	0	0	1	0
Love=Fröling	1	0	0	0	1	0
Reine-Savusiemi	1	0	0	0	1	0
IngeIssa	1	0	0	0	1	0
Aproev	1	0	0	0	1	0
berrabanan	1	0	0	0	1	0
zoloftchique	1	0	0	0	1	0
Vertebrata	1	0	0	0	1	0
episcopus	1	0	0	0	1	0
Enfattigen	1	0	0	0	1	0
Pokerfetto	1	0	0	0	1	0
Billyspanpizza	1	0	0	0	1	0
sten.b	1	0	0	0	1	0
0SonOfAGun0	1	0	0	0	1	0
symbolisten	1	0	0	0	1	0
Zurphitta	1	0	0	0	1	0
joråsåatte	1	0	0	0	1	0
expanderbatong	1	0	0	0	1	0
Moreatitude	1	0	0	0	1	0
comhragair	1	0	0	0	1	0
Zoors	1	0	0	0	1	0
silverfire	1	0	0.5	0.5	1	0
Herr-Niding	1	0	0	0	1	0
aspera	1	0	0	0	1	0
Tha Bounce	1	0	0	0	1	0
Schucker	1	0	0	0	1	0
xianze	1	0	0	0	1	0
HoldenCaulfield	1	0	0	0	1	0
seb-	1	0	0	0	1	0
Guds rätte gök	1	0	0	0	1	0
Surya	1	0	0	0	1	0
Halgadom	1	0	0	0	1	0
ananaswasistdas	1	0	0	0	1	0
Joanna.Rubio	1	0	0	0	1	0
Konstruktivism	1	0	0	0	1	0
Teron	1	0	0	0	1	0
tSVC	1	0	0	0	1	0
Ken Retard	1	0	0	0	1	0
Lustgas1900	1	0	0	0	1	0
PeshwasF	1	0	0	0	1	0
Ingemar_ahlberg	1	0	0	0	1	0
spleencollector	1	0	0	0	1	0
Walraff	1	0	0	0	1	0
Folkpartiet	1	0	0	0	1	0
rostkorv	1	0	0	0	1	0
snejken1520	1	0	0	0	1	0
Cincardo	1	0	0	0	1	0
P..	1	0	0	0	1	0
Duckdigger	1	0	0	0	1	0
OrkaPalla	1	0	0	0	1	0
He-man fan	1	0	0	0	1	0
Diogenes.T	1	0	0	0	1	0
ttamiz	1	0	0	0	1	0
CaesarDavid	1	0	0	0	1	0
Herul	1	0	0	0	1	0
Melkol	1	0	0	0	1	0
DixiePrick	1	0	0	0	1	0
smultroncitron	1	0	0	0	1	0
LOB	1	0	0	0	1	0
pelvis	1	0	0	0	1	0
Flashbomben333	1	0	0	0	1	0
trof	1	0	0	0	1	0
NollottA	1	0	0	0	1	0
bomba	1	0	0	0	1	0
DernierCombat	1	0	0	0	1	0
lovelace	1	0	0	0	1	0
DasReich	1	0	0	0	1	0
L e f f e	1	0	0	0	1	0
fuckingfuck	1	0	0	0	1	0
kolyma	1	0	0	0	1	0
DrKvick	1	0	0	0	1	0
johnny-knatch	1	0	0	0	1	0
DadsGirlIsBad	1	0	0	0	1	0
sydostman	1	0	0	0	1	0
Bofink	1	0	0	0	1	0
jorre	1	0	0	0	1	0
Big Bre	1	0	0	0	1	0
UbYe	1	0	0	0	1	0
Sgt_Stinger	1	0	0	0	1	0
Uke...T-feldt	1	0	0	0	1	0
kontrapost	1	0	0	0	1	0
SoftisSoffan	1	0	0	0	1	0
vir	1	0	0	0	1	0
vitnos	1	0	0	0	1	0
Exner	1	0	1	1	1	0
Pelagonia	1	0	0	0	1	0
sontillminpappa	1	0	1	1	1	0
TradingDudeski	1	0	1	1	1	0
Ettgottvin	1	0	1	1	1	0
Nachtzeit	1	0	1	1	1	0
whadeewhoo	1	0	1	1	1	0
Gonzo-fisting	1	0	1	1	1	0
Oxehufwud	1	0	1	1	1	0
TheBouncer	1	0	1	1	1	0
hicku	1	0	1	1	1	0
janostortan	1	0	1	1	1	0
Cristina1	1	0	1	1	1	0
Jbeach	1	0	1	1	1	0
Scifibukkake	1	0	1	1	1	0
endagsesvi	1	0	1	1	1	0
HunkAnsiktet	1	0	1	1	1	0
LeaveDoggeAlone	1	0	1	1	1	0
HaSib-HaSib	1	0	1	1	1	0
Retrotroll	1	0	1	1	1	0
BaZoBazo	1	0	1	1	1	0
mschief	1	0	1	1	1	0
boo-fatt	1	0	1	1	1	0
snusker	1	0	1	1	1	0
whathaveyougot	1	0	1	1	1	0
System-kollaps	1	0	1	1	1	0
eponymos	1	0	1	1	1	0
Harry-Grey	1	0	1	1	1	0
aldrigrunka	1	0	1	1	1	0
RandomPandaEater	1	0	1	1	1	0
Be-Fast-Or-Be-LasT	1	0	1	1	1	0
Muttmousse	1	0	1	1	1	0
AguaDeTuMadre	1	0	1	1	1	0
Kosmio	1	0	1	1	1	0
drArsMoriendi	1	0	0	0	1	0
Tradern69	1	0	1	1	1	0
Ninmah	1	0	1	1	1	0
Vonrak	1	0	0	0	1	0
Ollefjolle	1	0	1	1	1	0
vanuda	1	0	1	1	1	0
jessijam	1	0	1	1	1	0
ManganJagg	1	0	1	1	1	0
X7.	1	0	1	1	1	0
kjaeltringen	1	0	1	1	1	0
Knipkulan	1	0	1	1	1	0
Scrolla	1	0	1	1	1	0
SnuskigNisse	1	0	0	0	1	0
Bratuleaks	1	0	0	0	1	0
vadeva	1	0	1	1	1	0
eriksson1972	1	0	1	1	1	0
Winword	1	0	1	1	1	0
gk.su.0159	1	0	1	1	1	0
banankaka12	1	0	1	1	1	0
IncredibleBulk	1	0	1	1	1	0
mago123	1	0	1	1	1	0
AlkoholistFascist	1	0	1	1	1	0
Ledefi	1	0	1	1	1	0
Phoenixbox	1	0	1	1	1	0
Ash-hadu	1	0	1	1	1	0
billygibbons	1	0	1	1	1	0
adolfine	1	0	1	1	1	0
VilketsomHelst	1	0	1	1	1	0
E1520	1	0	1	1	1	0
Wachtman	1	0	1	1	1	0
-Bukowski-	1	0	1	1	1	0
Fleshmountain	1	0	1	1	1	0
lordofgoodandevil	1	0	1	1	1	0
Nazipolizei	1	0	1	1	1	0
Rallarkungen	1	0	1	1	1	0
carolinareaper	1	0	1	1	1	0
Spaceadder	1	0	1	1	1	0
zigggy	1	0	1	1	1	0
Nikus	1	0	1	1	1	0
dirtyoldgeezer	1	0	1	1	1	0
jm2017	1	0	1	1	1	0
EveyHammond	1	0	1	1	1	0
Lycka123	1	0	1	1	1	0
frozen	1	0	0	0	1	0
bolbol000	1	0	1	1	1	0
Kloakkrigaren	1	0	1	1	1	0
Korrektus	1	0	1	1	1	0
Qebui	1	0	1	1	1	0
Folkkamrat	1	0	1	1	1	0
LaertuZ	1	0	1	1	1	0
Bente.Albrecht	1	0	1	1	1	0
SacrumBellum	1	0	0	0	1	0
Stor-Hakan	1	0	0.8	0.8	1	0
TRUMPxPUTIN	1	0	1	1	1	0
Frandett	1	0	1	1	1	0
Deus.Vult	1	0	1	1	1	0
Goodaftersson	1	0	1	1	1	0
mimikremerad	1	0	1	1	1	0
Tumskruven	1	0	1	1	1	0
ynke	1	0	1	1	1	0
Island-Neger	1	0	1	1	1	0
Drygeman	1	0	1	1	1	0
iskorpitx2	1	0	1	1	1	0
kundvagnsohlsson	1	0	1	1	1	0
Smartest	1	0	0	0	1	0
Gameovereem1	1	0	1	1	1	0
Tony_Tedeschi	1	0	1	1	1	0
hinkospade	1	0	1	1	1	0
Ouch1	1	0	1	1	1	0
VPN007	1	0	1	1	1	0
trippen	1	0	1	1	1	0
Darknessemnodied	1	0	1	1	1	0
Magro	1	0	1	1	1	0
ottoplommon	1	0	1	1	1	0
MsAluk	1	0	1	1	1	0
Sopphjonet	1	0	1	1	1	0
KedjeRunkare	1	0	1	1	1	0
Anon-wiki	1	0	1	1	1	0
Menthuhotep	1	0	1	1	1	0
doktorwestring	1	0	1	1	1	0
julgodis123	1	0	1	1	1	0
valpmat	1	0	1	1	1	0
Lotusgul	1	0	1	1	1	0
Enannorlundatanke	1	0	0	0	1	0
drone666	1	0	1	1	1	0
251	1	0	1	1	1	0
hennepin	1	0	1	1	1	0
FloridaCracker	1	0	1	1	1	0
patrikgbg	1	0	1	1	1	0
hornygirlwithneeds	1	0	1	1	1	0
Jon_	1	0	1	1	1	0
KommandantMW	1	0	0	0	1	0
W.Irving	1	0	1	1	1	0
powerking	1	0	1	1	1	0
Warulv	1	0	1	1	1	0
ovilja	1	0	1	1	1	0
Eastman92	1	0	1	1	1	0
greenhat	1	0	1	1	1	0
Hyrkoon	1	0	1	1	1	0
mitt-namn	1	0	1	1	1	0
Pusse.Migg	1	0	1	1	1	0
Underkast	1	0	1	1	1	0
jonnajo88	1	0	1	1	1	0
ageton	1	0	1	1	1	0
RuneRusk	1	0	0	0	1	0
Det-e-dunder	1	0	1	1	1	0
Ziarro	1	0	1	1	1	0
741216	1	0	1	1	1	0
Leviathan99	1	0	1	1	1	0
Dashade	1	0	1	1	1	0
Ekonomista	1	0	1	1	1	0
dj0h4nn3s	1	0	1	1	1	0
0174Affe	1	0	1	1	1	0
Dygdepladdrare	1	0	1	1	1	0
Y-frontare	1	0	1	1	1	0
Xsylen	1	0	1	1	1	0
talad13	1	0	1	1	1	0
haschleif	1	0	1	1	1	0
IceScream	1	0	1	1	1	0
Filipmedstring	1	0	1	1	1	0
Principes	1	0	1	1	1	0
Arshy	1	0	1	1	1	0
nomis.1	1	0	1	1	1	0
