period	username	total	v1abs	v2abs	v1rel	v2rel	perauthor
2020	muchogusto	8	0	8	0	1	1
2021	muck12	1	0	1	0	1	1
2022	muck12	4	0	4	0	1	2
2010	Muckan	1	1	0	1	0	1
2014	Muhamedsson	1	0	1	0	1	1
2018	MuhammedsArsle	22	0	22	0	1	2
2019	MuhammedsArsle	5	0	5	0	1	1
2019	MuhamtaCurry	6	0	6	0	1	3
2020	MuhamtaCurry	7	0	7	0	1	1
2021	MuhamtaCurry	21	0	21	0	1	2
2022	MuhamtaCurry	20	0	20	0	1	4
2012	Mujahid	2	2	0	1	0	1
2018	Muljusten	1	0	1	0	1	1
2014	Mulla Krekar	1	0	1	0	1	2
2016	Mulla Krekar	3	0	3	0	1	4
2017	Mulla Krekar	5	0	5	0	1	5
2018	Mulla Krekar	1	0	1	0	1	6
2019	Mulla Krekar	3	0	3	0	1	3
2020	Mulla Krekar	9	0	9	0	1	1
2014	Mullret	5	0	5	0	1	1
2018	Mullret	2	0	2	0	1	2
2020	Mullvaden1989	4	0	4	0	1	1
2022	Mullvaden1989	1	0	1	0	1	2
2020	Mullvadsmorgon	1	0	1	0	1	1
2013	Multikulti2	1	1	0	1	0	1
2016	Multikulti2	1	0	1	0	1	2
2011	Multikulturisten	1	1	0	1	0	1
2021	mummadurr	1	0	1	0	1	1
2022	Mumsbulle	4	1	3	0.25	0.75	1
2014	Munchen79	2	0	2	0	1	1
2010	MunchenCalling	2	2	0	1	0	1
2021	MundoAzul	1	0	1	0	1	1
2013	munsprut	1	0	1	0	1	1
2021	Muppety	5	0	5	0	1	1
2022	Muppety	2	0	2	0	1	2
2021	Murar-Adde	1	0	1	0	1	1
2021	Muriatsyra	1	0	1	0	1	1
2018	murpendurpen	1	0	1	0	1	1
2018	murrelindale	1	0	1	0	1	1
2013	Murvelo	6	1	5	0.1666666667	0.8333333333	1
2019	Muscarin	1	0	1	0	1	1
2020	muschi	1	0	1	0	1	1
2014	mushmush	1	0	1	0	1	1
2018	mushymushy	2	0	2	0	1	1
2010	Musik.mannen	1	1	0	1	0	1
2020	musikalen	1	0	1	0	1	1
2012	MuskelMania	1	1	0	1	0	1
2022	muskelstal	1	0	1	0	1	1
2022	MusseMontanus	2	0	2	0	1	1
2007	musta_pekka	1	1	0	1	0	1
2011	Mustela	1	1	0	1	0	1
2010	muto_kenji	1	1	0	1	0	2
2013	muto_kenji	1	0	1	0	1	1
2010	mutski	1	1	0	1	0	1
2017	Muttmousse	1	0	1	0	1	1
2014	mvagrippa	1	0	1	0	1	1
2016	mvagrippa	1	0	1	0	1	2
2010	Mvk	2	2	0	1	0	1
2015	Mx_1337	1	0	1	0	1	1
2017	Mx_1337	1	0	1	0	1	2
2018	MyBlueShoes	1	0	1	0	1	1
2011	mycopa	1	1	0	1	0	1
2018	Myhr1	3	0	3	0	1	1
2021	mymyself	1	0	1	0	1	1
2009	myrdal	1	1	0	1	0	1
2013	MysBalle	1	1	0	1	0	1
2019	Mysch	1	0	1	0	1	1
2005	Mysonoxen	1	1	0	1	0	1
2006	Mysonoxen	1	1	0	1	0	2
2015	MySpace	1	0	1	0	1	1
2016	MySpace	1	0	1	0	1	2
2020	Mysquo	2	0	2	0	1	1
2013	mystic_handyman	1	0	1	0	1	1
2014	mystic_handyman	1	0	1	0	1	2
2018	mystic_handyman	1	0	1	0	1	3
2017	Mysticism	1	0	1	0	1	1
2014	Mystiqe	1	1	0	1	0	1
2011	Mythbusted	1	1	0	1	0	1
2022	N.A.Palm	1	0	1	0	1	1
2022	N.Armstark	2	0	2	0	1	1
2018	N.Dongo	1	0	1	0	1	1
2022	N0IItolerans	1	0	1	0	1	1
2020	n3rdy	1	0	1	0	1	1
2011	n3urochrono	2	2	0	1	0	1
2008	nabo	1	1	0	1	0	1
2012	nabo	2	0	2	0	1	2
2019	naboru	1	0	1	0	1	1
2017	Nachtzeit	1	0	1	0	1	1
2013	Naethatare	6	6	0	1	0	1
2013	Nafets	1	1	0	1	0	1
2008	Naikon	1	1	0	1	0	1
2010	Nairebit	1	1	0	1	0	1
2020	najas	1	0	1	0	1	1
2021	NakedApple	1	0	1	0	1	1
2010	nakenhans	1	1	0	1	0	1
2022	Nakkvarr	1	0	1	0	1	1
2016	Naknekejsaren	1	0	1	0	1	4
2017	Naknekejsaren	4	0	4	0	1	5
2018	Naknekejsaren	5	0	5	0	1	6
2019	Naknekejsaren	19	0	19	0	1	3
2020	Naknekejsaren	5	0	5	0	1	1
2021	Naknekejsaren	6	0	6	0	1	2
2022	Naknekejsaren	6	0	6	0	1	7
2012	Nalin_Pekgul	1	1	0	1	0	3
2014	Nalin_Pekgul	1	0	1	0	1	1
2015	Nalin_Pekgul	3	0	3	0	1	2
2015	Nalle-Brum	2	1	1	0.5	0.5	1
2015	Nalle39	1	1	0	1	0	1
2015	Nallen21	1	0	1	0	1	1
2021	namatara	4	0	4	0	1	1
2022	namatara	5	0	5	0	1	2
2010	NamnetJagTog	1	1	0	1	0	1
2015	NamnetJagTog	1	0	1	0	1	2
2010	namnskylt	2	2	0	1	0	1
2011	namnskylt	3	3	0	1	0	2
2012	namnskylt	1	0	1	0	1	4
2018	namnskylt	3	0	3	0	1	3
2006	namram	1	1	0	1	0	2
2007	namram	1	1	0	1	0	1
2018	namunamnam	4	0	4	0	1	1
2014	NanaSangre	1	0	1	0	1	1
2020	Nanastley	3	0	3	0	1	1
2014	NancyReagan	3	0	3	0	1	1
2014	Nannegijala	1	1	0	1	0	1
2014	nantale	2	1	1	0.5	0.5	1
2015	nantale	4	0	4	0	1	2
2016	nantale	4	0	4	0	1	3
2017	nantale	7	0	7	0	1	4
2018	nantale	1	0	1	0	1	5
2014	napalmens	2	0	2	0	1	1
2005	Napoleon	1	1	0	1	0	1
2015	Napoleon.Snowball	4	0	4	0	1	1
2016	Napoleon.Snowball	2	0	2	0	1	3
2017	Napoleon.Snowball	2	0	2	0	1	4
2018	Napoleon.Snowball	2	0	2	0	1	5
2019	Napoleon.Snowball	3	0	3	0	1	2
2014	Naranbaatarkhan	10	0	10	0	1	1
2015	Naranbaatarkhan	1	0	1	0	1	2
2017	Naranbaatarkhan	1	0	1	0	1	3
2018	Naranbaatarkhan	2	0	2	0	1	4
2014	Naravodomok	1	0	1	0	1	1
2010	narcissist_	3	3	0	1	0	3
2013	narcissist_	1	1	0	1	0	1
2014	narcissist_	3	0	3	0	1	2
2020	Narutoshippchop	1	0	1	0	1	1
2013	Narvo	1	1	0	1	0	1
2012	NasiBooi	1	1	0	1	0	3
2013	NasiBooi	2	2	0	1	0	1
2014	NasiBooi	1	1	0	1	0	2
2013	NaSteffe	4	0	4	0	1	1
2014	NatalyaPoklonskaya	1	0	1	0	1	1
2020	Natalz2	78	1	77	0.0128205128	0.9871794872	1
2021	Natalz2	92	0	92	0	1	2
2008	Nate Black	1	1	0	1	0	2
2009	Nate Black	3	3	0	1	0	1
2014	nationalfrontdisco	1	1	0	1	0	1
2011	nationalizten88	1	1	0	1	0	1
2017	natione-suecos	1	0	1	0	1	1
2018	natione-suecos	1	0	1	0	1	2
2008	Natsumi	1	1	0	1	0	1
2014	Nattlandet	1	0	1	0	1	1
2021	NattNatt	1	0	1	0	1	1
2015	Nattstad88	1	0	1	0	1	1
2008	Nattvandraren	3	3	0	1	0	2
2009	Nattvandraren	1	1	0	1	0	1
2016	Nattyxne	1	0	1	0	1	1
2013	Naturensunder	1	0	1	0	1	1
2010	Nauthiz	14	9	5	0.6428571429	0.3571428571	2
2011	Nauthiz	1	0	1	0	1	4
2014	Nauthiz	1	0	1	0	1	1
2015	Nauthiz	1	1	0	1	0	3
2013	näverläppen	1	0	1	0	1	1
2007	NavierStokes	3	3	0	1	0	1
2012	NavierStokes	1	0	1	0	1	2
2014	NAVYSEALTEAM6	2	0	2	0	1	2
2018	NAVYSEALTEAM6	1	0	1	0	1	4
2019	NAVYSEALTEAM6	2	0	2	0	1	3
2020	NAVYSEALTEAM6	1	0	1	0	1	1
2018	NaZdravi	1	0	1	0	1	1
2017	Nazipolizei	2	0	2	0	1	1
2019	nbsp	1	0	1	0	1	3
2020	nbsp	3	0	3	0	1	1
2021	nbsp	10	0	10	0	1	2
2022	nbsp	5	0	5	0	1	4
2013	Neandertal	1	0	1	0	1	1
2014	Neandertal	1	0	1	0	1	2
2018	neanderthal	1	0	1	0	1	1
2016	Nearfieldcom	1	0	1	0	1	1
2012	Nebeltag	1	0	1	0	1	10
2013	Nebeltag	2	1	1	0.5	0.5	1
2014	Nebeltag	4	0	4	0	1	3
2015	Nebeltag	2	0	2	0	1	5
2016	Nebeltag	1	0	1	0	1	7
2017	Nebeltag	1	0	1	0	1	8
2018	Nebeltag	2	0	2	0	1	9
2019	Nebeltag	1	0	1	0	1	6
2020	Nebeltag	1	0	1	0	1	2
2021	Nebeltag	3	0	3	0	1	4
2007	necator	1	1	0	1	0	1
2019	Necesario	3	0	3	0	1	1
2017	Necris	1	0	1	0	1	3
2018	Necris	1	0	1	0	1	4
2019	Necris	1	0	1	0	1	2
2020	Necris	1	0	1	0	1	1
2022	Necris	1	0	1	0	1	5
2012	Necroluster	1	0	1	0	1	2
2015	Necroluster	1	0	1	0	1	1
2012	Necroshadow	5	5	0	1	0	1
2010	nedboy	1	1	0	1	0	2
2012	nedboy	1	0	1	0	1	5
2014	nedboy	1	0	1	0	1	1
2015	nedboy	2	0	2	0	1	3
2016	nedboy	6	0	6	0	1	4
2022	nedboy	1	0	1	0	1	6
2014	Nedo801	1	0	1	0	1	1
2014	needAlife	1	0	1	0	1	2
2020	needAlife	1	0	1	0	1	1
2022	needAlife	5	0	5	0	1	3
2020	Needs.more.brandy	4	0	4	0	1	1
2012	neeyadef	1	0	1	0	1	1
2016	negerbarnet	1	0	1	0	1	1
2021	Negerhjon	8	0	8	0	1	1
2022	Negern-Alex	2	0	2	0	1	1
2016	NegerSlaktaren	2	0	2	0	1	1
2020	NegerStryparen	5	0	5	0	1	1
2021	NegerStryparen	10	0	10	0	1	2
2022	NegerStryparen	29	0	29	0	1	3
2019	Negressdrottningen	1	0	1	0	1	1
2016	negrofoben	2	0	2	0	1	2
2017	negrofoben	2	0	2	0	1	3
2018	negrofoben	2	0	2	0	1	4
2019	negrofoben	3	0	3	0	1	1
2022	negrofoben	3	0	3	0	1	5
2019	NegroidMongoloid	2	0	2	0	1	1
2016	Nehej	2	0	2	0	1	1
2015	Neida	1	0	1	0	1	1
2016	Neida	1	0	1	0	1	2
2022	NeinChad	2	0	2	0	1	1
2012	Nejda	2	2	0	1	0	1
2014	nejinteigen	1	0	1	0	1	1
2012	Nejsajag	1	0	1	0	1	1
2017	Nejtillskatt	5	0	5	0	1	2
2019	Nejtillskatt	1	0	1	0	1	1
2011	nekropedofili	2	2	0	1	0	1
2012	Neksnor	1	0	1	0	1	2
2016	Neksnor	1	1	0	1	0	1
2017	Nellis-AFB	1	0	1	0	1	1
2013	Neltet	2	1	1	0.5	0.5	1
2020	Nemeiska-Lejonet	1	0	1	0	1	1
2010	Nemesis1	1	1	0	1	0	1
2011	Nemesis1	2	2	0	1	0	2
2014	Nemesis457	1	0	1	0	1	1
2010	Nemesisdivina	1	1	0	1	0	1
2020	NemesisSweden	1	0	1	0	1	1
2021	Neo21	1	0	1	0	1	1
2016	NeoFlexer	2	0	2	0	1	1
2019	Neolitikum	3	3	0	1	0	1
2019	neoluddist	1	0	1	0	1	2
2020	neoluddist	1	0	1	0	1	1
2012	Neonode	1	1	0	1	0	1
2020	NeoVain	1	0	1	0	1	1
2021	NeoVain	1	0	1	0	1	2
2022	NeoVain	2	0	2	0	1	3
2019	Nephilim666	7	0	7	0	1	1
2011	nerdbasher	2	0	2	0	1	1
2014	nerdbot	1	1	0	1	0	1
2022	nerdh	1	0	1	0	1	1
2018	nerdnerd	1	0	1	0	1	2
2021	nerdnerd	1	0	1	0	1	1
2022	nerdnerd	1	0	1	0	1	3
2011	Neremiyah	2	2	0	1	0	1
2019	Nergus	1	0	1	0	1	2
2020	Nergus	2	0	2	0	1	1
2021	nermal	1	0	1	0	1	1
2012	nero1	1	1	0	1	0	2
2016	nero1	1	0	1	0	1	1
2014	Neromecha	2	2	0	1	0	1
2020	Neroxx	1	0	1	0	1	1
2022	Neroxx	1	0	1	0	1	2
2015	Nerulion	1	0	1	0	1	1
2014	nestesaippua	1	0	1	0	1	1
2019	Nestor X	1	0	1	0	1	2
2021	Nestor X	1	0	1	0	1	1
2013	netc0rd	1	0	1	0	1	1
2015	Nethater	1	0	1	0	1	1
2010	Netlimiter.v1.30	1	1	0	1	0	1
2015	netxis	1	0	1	0	1	1
2014	Netzach	1	0	1	0	1	1
2018	neukenindekeuken	4	0	4	0	1	1
2018	neuron-drone	1	1	0	1	0	3
2020	neuron-drone	3	1	2	0.3333333333	0.6666666667	1
2021	neuron-drone	7	5	2	0.7142857143	0.2857142857	2
2022	neuron-drone	29	26	3	0.8965517241	0.1034482759	4
2013	Neus	1	0	1	0	1	1
2020	neutral2020	1	0	1	0	1	1
2010	NeutronStar	1	1	0	1	0	3
2011	NeutronStar	2	2	0	1	0	7
2012	NeutronStar	7	1	6	0.1428571429	0.8571428571	10
2013	NeutronStar	3	2	1	0.6666666667	0.3333333333	1
2014	NeutronStar	6	1	5	0.1666666667	0.8333333333	2
2015	NeutronStar	1	0	1	0	1	4
2016	NeutronStar	4	0	4	0	1	6
2017	NeutronStar	5	0	5	0	1	8
2018	NeutronStar	1	0	1	0	1	9
2019	NeutronStar	1	0	1	0	1	5
2019	Neverever31	1	1	0	1	0	1
2016	Neverhesitate	1	0	1	0	1	1
2010	Nevermind90	1	1	0	1	0	1
2016	Newcastle76	1	0	1	0	1	1
2017	Newcastle76	4	0	4	0	1	2
2018	Newcastle76	3	0	3	0	1	3
2011	Newfaceinhell	6	6	0	1	0	1
2016	Newfaq	1	1	0	1	0	2
2019	Newfaq	1	0	1	0	1	1
2022	Newfaq	1	0	1	0	1	3
2014	NewSoul	1	1	0	1	0	1
2021	Newstyle	1	0	1	0	1	1
2022	Newstyle	4	0	4	0	1	2
2011	NewTimes	1	1	0	1	0	1
2021	Newtimes2020	5	0	5	0	1	1
2011	NewtonRaphson	2	2	0	1	0	1
2020	next-chapter	3	0	3	0	1	1
2021	next-chapter	1	0	1	0	1	2
2015	nextday	1	0	1	0	1	1
2015	NextGenAthlete	2	0	2	0	1	1
2016	nezzom	1	0	1	0	1	1
2017	nezzom	1	0	1	0	1	2
2014	NgulBanan	1	0	1	0	1	1
2015	Ngyuen	1	1	0	1	0	1
2015	Nibiru2011	1	1	0	1	0	2
2020	Nibiru2011	1	1	0	1	0	1
2022	Nibiru2011	1	0	1	0	1	3
2019	nicememesbro	1	0	1	0	1	1
2003	Nicke Nyfiken	1	1	0	1	0	1
2012	Nicke--Nyfiken	1	1	0	1	0	1
2011	nicken89	2	2	0	1	0	1
2010	Nickep	1	1	0	1	0	1
2011	Nickep	2	2	0	1	0	2
2019	nicketsomgorenglad	6	0	6	0	1	1
2020	nickomyra	1	1	0	1	0	1
2012	NickShadow	1	1	0	1	0	1
2019	NickSonny	1	0	1	0	1	1
2010	NicolaisEnzymer	2	2	0	1	0	1
2017	nidbild	1	0	1	0	1	3
2018	nidbild	1	0	1	0	1	4
2019	nidbild	8	0	8	0	1	2
2020	nidbild	1	0	1	0	1	1
2022	nidbild	3	0	3	0	1	5
2014	Nidhogg	1	0	1	0	1	1
2021	nidhoogen	5	0	5	0	1	1
2022	nidhoogen	1	0	1	0	1	2
2015	nidna	10	0	10	0	1	1
2016	nidna	3	1	2	0.3333333333	0.6666666667	2
2010	nietsoviet	1	1	0	1	0	1
2011	nietsoviet	2	2	0	1	0	2
2014	NietzschesHorse	1	1	0	1	0	2
2015	NietzschesHorse	1	0	1	0	1	3
2016	NietzschesHorse	1	0	1	0	1	5
2019	NietzschesHorse	3	1	2	0.3333333333	0.6666666667	4
2020	NietzschesHorse	1	0	1	0	1	1
2014	Nigeralia	1	0	1	0	1	1
2015	Nigeralia	1	0	1	0	1	3
2021	Nigeralia	1	0	1	0	1	2
2015	NiggaKing	10	0	10	0	1	1
2021	niggerbollen	1	1	0	1	0	1
2013	NiggerCoon	1	0	1	0	1	1
2014	Niggers	2	0	2	0	1	1
2015	Niggers	2	0	2	0	1	2
2016	niggerungen	1	0	1	0	1	1
2018	Niggrationsverket	2	0	2	0	1	1
2021	Niggward	9	0	9	0	1	1
2022	Niggward	15	0	15	0	1	2
2019	nightbeast	1	0	1	0	1	1
2006	Nightfighter	1	1	0	1	0	1
2022	nightstalkertimell	1	0	1	0	1	1
2020	NigNog	1	0	1	0	1	1
2021	NigNog	2	1	1	0.5	0.5	2
2009	Nih1l	1	1	0	1	0	2
2010	Nih1l	1	1	0	1	0	1
2019	Nihenna	1	0	1	0	1	1
2019	Nihiliserad	3	0	3	0	1	1
2019	Nikasi	2	0	2	0	1	1
2022	Nikasi	1	0	1	0	1	2
2021	nikeairmax	1	0	1	0	1	1
2018	Niklas-P	1	0	1	0	1	3
2019	Niklas-P	1	0	1	0	1	2
2021	Niklas-P	3	0	3	0	1	1
2014	nikolateslaghost	2	0	2	0	1	1
2010	Nikroma	1	1	0	1	0	1
2018	nikson	1	0	1	0	1	1
2017	Nikus	1	0	1	0	1	1
2013	nils63	1	0	1	0	1	1
2022	Nilsbofink	1	0	1	0	1	1
2017	nilserikkk	1	0	1	0	1	2
2018	nilserikkk	2	0	2	0	1	3
2019	nilserikkk	1	0	1	0	1	1
2019	NilsHlt	1	0	1	0	1	1
2013	NilsMotpol	2	2	0	1	0	1
2022	nilsson24	1	0	1	0	1	1
2018	Nilssons	1	0	1	0	1	1
2020	Nimar	1	0	1	0	1	1
2021	Nimar	1	0	1	0	1	2
2014	nin	2	0	2	0	1	1
2015	nin	2	0	2	0	1	2
2012	nineteen74	2	2	0	1	0	1
2010	ninj4h	1	1	0	1	0	1
2017	Ninja4Life	1	0	1	0	1	2
2019	Ninja4Life	1	0	1	0	1	1
2014	ninjaenfadada	1	0	1	0	1	1
2013	ninjutsu	1	0	1	0	1	1
2014	ninjutsu	6	0	6	0	1	2
2015	ninjutsu	5	0	5	0	1	4
2016	ninjutsu	3	0	3	0	1	5
2017	ninjutsu	3	0	3	0	1	6
2021	ninjutsu	2	0	2	0	1	3
2011	ninking	1	0	1	0	1	1
2017	Ninmah	1	0	1	0	1	1
2011	ninnit	1	1	0	1	0	1
2010	NinoRojo	4	4	0	1	0	3
2011	NinoRojo	2	2	0	1	0	5
2012	NinoRojo	4	4	0	1	0	6
2013	NinoRojo	5	1	4	0.2	0.8	1
2014	NinoRojo	3	1	2	0.3333333333	0.6666666667	2
2016	NinoRojo	3	2	1	0.6666666667	0.3333333333	4
2015	niobium	3	1	2	0.3333333333	0.6666666667	1
2018	niobium	2	0	2	0	1	3
2019	niobium	2	0	2	0	1	2
2012	NirvanA	1	0	1	0	1	5
2013	NirvanA	4	0	4	0	1	1
2016	NirvanA	2	0	2	0	1	3
2017	NirvanA	2	0	2	0	1	4
2020	NirvanA	1	1	0	1	0	2
2021	NissanMicra1988K10	4	0	4	0	1	1
2013	nisse001	1	0	1	0	1	1
2016	nisse001	3	0	3	0	1	2
2021	nisse088	1	0	1	0	1	1
2021	Nisse71	1	0	1	0	1	1
2014	NisseGhandi	3	0	3	0	1	1
2021	NisseLixon	1	0	1	0	1	1
2015	nissenissesson	3	3	0	1	0	1
2011	NisseTuta	2	2	0	1	0	1
2014	NitsirK72	1	0	1	0	1	1
2015	NitsirK72	1	0	1	0	1	2
2013	Nitsirk72-test	1	0	1	0	1	1
2015	nivaman	1	0	1	0	1	1
2018	NiveaBodylotion	1	0	1	0	1	1
2015	Nivovic	11	0	11	0	1	1
2016	Nivovic	1	0	1	0	1	2
2013	Nix-registret	3	2	1	0.6666666667	0.3333333333	1
2014	Nix-registret	4	1	3	0.25	0.75	2
2015	Nix-registret	1	0	1	0	1	4
2019	Nix-registret	2	0	2	0	1	5
2021	Nix-registret	1	0	1	0	1	3
2022	Nix-registret	2	1	1	0.5	0.5	6
2014	NixYO	2	0	2	0	1	1
2015	NixYO	2	2	0	1	0	2
2016	njaexs	2	0	2	0	1	1
2022	NjaNjoNji	1	0	1	0	1	1
2021	Njursaltare	1	0	1	0	1	1
2019	nkari	1	0	1	0	1	1
2010	NKB	1	1	0	1	0	1
2013	nKomo	1	1	0	1	0	1
2012	Nlesjem	2	0	2	0	1	1
2013	nnnipz	1	0	1	0	1	1
2014	nnnipz	3	0	3	0	1	2
2015	nnnipz	4	0	4	0	1	3
2007	No_Remorse	1	1	0	1	0	1
2008	No-Level	1	1	0	1	0	1
2009	No-n-sence	2	2	0	1	0	2
2010	No-n-sence	1	1	0	1	0	1
2016	No.90-Kleist	1	0	1	0	1	1
2016	nobbens	3	0	3	0	1	2
2021	nobbens	1	0	1	0	1	1
2021	Noccofocus	1	0	1	0	1	1
2008	NoCharlie	1	1	0	1	0	1
2014	Nochills	1	1	0	1	0	1
2016	Nochills	1	0	1	0	1	2
2021	nocturnaltourist69	1	0	1	0	1	1
2022	nocturnaltourist69	2	0	2	0	1	2
2013	NocturnalVoodoo	1	0	1	0	1	1
2014	NocturnalVoodoo	7	0	7	0	1	2
2015	NocturnalVoodoo	2	0	2	0	1	3
2016	NocturnalVoodoo	1	0	1	0	1	4
2018	NocturnalVoodoo	1	0	1	0	1	5
2020	noden	1	0	1	0	1	1
2022	NoDp	10	0	10	0	1	1
2010	Noetlovskij	1	1	0	1	0	1
2021	NoExcuse4Violence	1	0	1	0	1	1
2015	NOGAGATALL	2	0	2	0	1	1
2011	Noicer	3	3	0	1	0	1
2015	Noiseprojekt	1	0	1	0	1	1
2014	nokings	1	0	1	0	1	1
2011	nollie3flip	3	3	0	1	0	1
2019	nollkommanollnoll	1	0	1	0	1	1
2009	NollottA	1	1	0	1	0	1
2022	nomen.nescio5	4	0	4	0	1	1
2011	Nomini	1	1	0	1	0	1
2017	nomis.1	1	0	1	0	1	1
2013	Nomis2000	1	0	1	0	1	1
2019	Nomorefeminists	1	0	1	0	1	1
2016	Noningra	1	0	1	0	1	1
2018	Noningra	2	0	2	0	1	2
2015	Nooben12	1	0	1	0	1	1
2022	Noobermench	1	0	1	0	1	1
2013	Noobgren	1	0	1	0	1	1
2013	Noola	2	0	2	0	1	1
2008	Noonien	1	1	0	1	0	1
2021	NoooWooorries	1	0	1	0	1	1
2019	Noot	1	0	1	0	1	1
2013	nopathy	2	0	2	0	1	1
2006	norad	1	1	0	1	0	1
2011	Nord88	2	2	0	1	0	3
2012	Nord88	1	1	0	1	0	4
2014	Nord88	1	0	1	0	1	1
2021	Nord88	2	0	2	0	1	2
2015	Nordanvindarna	1	0	1	0	1	2
2016	Nordanvindarna	1	0	1	0	1	3
2017	Nordanvindarna	1	0	1	0	1	4
2020	Nordanvindarna	2	0	2	0	1	1
2022	Nordanvindarna	1	0	1	0	1	5
2019	Nordelf	11	2	9	0.1818181818	0.8181818182	1
2015	Nordfeldt	1	0	1	0	1	1
2011	nordheim	1	1	0	1	0	1
2022	NordicNewsOutlet	1	0	1	0	1	1
2016	nordicwrath	2	0	2	0	1	2
2017	nordicwrath	3	2	1	0.6666666667	0.3333333333	3
2021	nordicwrath	8	0	8	0	1	1
2022	nordicwrath	2	0	2	0	1	4
2010	NordiskRevolution	1	1	0	1	0	1
2016	NordiskVarulv	1	0	1	0	1	1
2020	Nordoxen	1	0	1	0	1	1
2022	Nordoxen	1	0	1	0	1	2
2021	NorhenCrow	1	0	1	0	1	1
2022	NorhenCrow	1	0	1	0	1	2
2021	normalllekman	1	0	1	0	1	1
2019	Normalsaltatsocker	1	0	1	0	1	1
2021	Normalsvensk	1	0	1	0	1	1
2006	Norman	4	4	0	1	0	1
2010	Norpheus	3	2	1	0.6666666667	0.3333333333	1
2011	Norpheus	2	2	0	1	0	2
2014	Norrlands.guld	2	0	2	0	1	1
2017	Norrlands.guld	1	0	1	0	1	2
2015	norrlandsguldare	1	0	1	0	1	1
2012	Norsefire	1	1	0	1	0	1
2022	Norsk80	2	0	2	0	1	1
2010	Nortexius	3	3	0	1	0	2
2012	Nortexius	4	3	1	0.75	0.25	4
2014	Nortexius	3	3	0	1	0	1
2015	Nortexius	2	2	0	1	0	3
2017	NorthernAngel	2	0	2	0	1	2
2018	NorthernAngel	8	0	8	0	1	3
2019	NorthernAngel	14	0	14	0	1	1
2021	NorthernCross	1	0	1	0	1	1
2022	NorthernCross	1	0	1	0	1	2
2011	Northling	11	10	1	0.9090909091	0.0909090909	1
2012	Northling	7	5	2	0.7142857143	0.2857142857	2
2018	Northnorthwest	4	0	4	0	1	1
2013	NorthPort	1	1	0	1	0	1
2007	nosen-	1	1	0	1	0	1
2022	Noseone	1	0	1	0	1	1
2020	Nospheratu	1	0	1	0	1	1
2021	Nospheratu	22	0	22	0	1	2
2020	NoSponkNoFonk	1	0	1	0	1	1
2020	NostalgiskSlyna	1	0	1	0	1	1
2011	Nostradamus72	1	1	0	1	0	1
2010	Nostradumbass	1	1	0	1	0	5
2013	Nostradumbass	4	3	1	0.75	0.25	1
2014	Nostradumbass	4	0	4	0	1	3
2015	Nostradumbass	7	0	7	0	1	6
2016	Nostradumbass	3	0	3	0	1	7
2017	Nostradumbass	2	0	2	0	1	8
2018	Nostradumbass	1	0	1	0	1	9
2020	Nostradumbass	3	0	3	0	1	2
2021	Nostradumbass	1	0	1	0	1	4
2010	not_really	1	1	0	1	0	1
2015	not_really	2	0	2	0	1	2
2019	nötallergiker	1	0	1	0	1	1
2021	note-it	1	0	1	0	1	1
2013	NotEnoughCowBell	1	1	0	1	0	1
2014	NothingToLose	1	0	1	0	1	1
2021	NothingToSay	1	0	1	0	1	1
2022	NothingToSay	1	0	1	0	1	2
2020	notknapparen	7	0	7	0	1	1
2021	notknapparen	3	0	3	0	1	2
2022	notknapparen	1	0	1	0	1	3
2022	Notmyguru	1	0	1	0	1	1
2021	NoTrouble	4	0	4	0	1	1
2022	NoTrouble	1	0	1	0	1	2
2010	NoTruce	1	1	0	1	0	2
2014	NoTruce	1	0	1	0	1	1
2022	NoTruce	1	0	1	0	1	3
2013	Notserious	2	1	1	0.5	0.5	1
2011	notthatitmatters	3	0	3	0	1	1
2010	NotTheFullQuid	1	1	0	1	0	1
2011	NotTheFullQuid	3	1	2	0.3333333333	0.6666666667	2
2015	nousernameneeded	1	0	1	0	1	1
2018	nousernameneeded	1	0	1	0	1	2
2018	NovaOculus	2	0	2	0	1	2
2020	NovaOculus	1	0	1	0	1	1
2016	nq	3	0	3	0	1	1
2022	nronewoke	5	1	4	0.2	0.8	1
2011	NS_14	1	1	0	1	0	3
2012	NS_14	4	4	0	1	0	5
2014	NS_14	2	0	2	0	1	1
2015	NS_14	1	0	1	0	1	2
2017	NS_14	1	0	1	0	1	4
2015	nsbm	1	0	1	0	1	3
2018	nsbm	2	0	2	0	1	5
2019	nsbm	3	0	3	0	1	4
2020	nsbm	4	0	4	0	1	1
2021	nsbm	1	0	1	0	1	2
2022	nsbm	2	0	2	0	1	6
2011	NSO	6	4	2	0.6666666667	0.3333333333	4
2012	NSO	13	1	12	0.0769230769	0.9230769231	5
2013	NSO	2	0	2	0	1	1
2014	NSO	16	2	14	0.125	0.875	2
2015	NSO	1	0	1	0	1	3
2022	NTec8	2	0	2	0	1	1
2014	nubbnubbanubba	1	1	0	1	0	1
2012	Nublommarasfalten	31	2	29	0.064516129	0.935483871	1
2016	NuclearHolohoax	1	0	1	0	1	1
2017	Nulb	4	0	4	0	1	2
2019	Nulb	1	0	1	0	1	1
2022	Nulb	1	0	1	0	1	3
2004	Nulle	2	2	0	1	0	2
2006	Nulle	1	1	0	1	0	1
2012	number666	1	1	0	1	0	1
2011	numberonenevertwo	1	1	0	1	0	1
