period	username	total	v1abs	v2abs	v1rel	v2rel	perauthor
2018	skunkjobb	1	0	1	0	1	4
2014	SkurtDenOnda	1	0	1	0	1	1
2016	SkurtDenOnda	2	0	2	0	1	2
2022	Skvisten	1	0	1	0	1	1
2017	skyclad	1	0	1	0	1	1
2022	skyofauroras	1	0	1	0	1	1
2019	Slacker-	1	0	1	0	1	1
2021	Sladdare	1	0	1	0	1	1
2012	slaesh	1	1	0	1	0	2
2013	slaesh	3	2	1	0.6666666667	0.3333333333	1
2012	Slaf.Bahck	1	0	1	0	1	1
2021	SlagenSvensk	1	0	1	0	1	1
2013	SlaineHarding	2	2	0	1	0	1
2013	SlaktarBosse	1	0	1	0	1	1
2021	slaktarmick	4	0	4	0	1	1
2010	Slammertaskan	1	1	0	1	0	1
2008	Slang-Calle	1	0	1	0	1	1
2011	Slapstick	1	1	0	1	0	1
2012	Slasket	1	0	1	0	1	1
2019	Slaskfarsan	3	0	3	0	1	1
2020	slaskneger	2	0	2	0	1	1
2018	Slasktomtetask	1	0	1	0	1	1
2022	Slavaswe	1	0	1	0	1	1
2020	slavdrivarn	2	0	2	0	1	1
2014	Slavianov	2	0	2	0	1	1
2013	Slavicbrother	1	0	1	0	1	1
2020	SlayerFan	1	0	1	0	1	1
2021	SlayerFan	9	0	9	0	1	2
2019	Sleepingbambi	1	0	1	0	1	1
2015	SleepingBeauty99	2	0	2	0	1	1
2015	Sleepyoh22	1	0	1	0	1	1
2016	Sleepyoh22	1	0	1	0	1	2
2017	Sleepyoh22	1	0	1	0	1	3
2016	SleighBells	2	0	2	0	1	1
2013	SleinartRalphelius	1	1	0	1	0	1
2011	Slemdregg	4	4	0	1	0	1
2010	slemmigsnigel	2	2	0	1	0	3
2013	slemmigsnigel	1	1	0	1	0	1
2014	slemmigsnigel	3	0	3	0	1	2
2015	slemmigsnigel	1	0	1	0	1	4
2012	Slicjay	2	0	2	0	1	3
2013	Slicjay	1	0	1	0	1	1
2014	Slicjay	1	0	1	0	1	2
2013	slidsekret88	1	0	1	0	1	1
2019	slimharlot	1	0	1	0	1	1
2014	Slint	2	0	2	0	1	1
2015	Slint	4	0	4	0	1	2
2016	Slint	1	0	1	0	1	4
2019	Slint	1	0	1	0	1	3
2006	slipZen	2	2	0	1	0	6
2007	slipZen	8	8	0	1	0	4
2008	slipZen	4	4	0	1	0	5
2010	slipZen	2	2	0	1	0	3
2012	slipZen	15	11	4	0.7333333333	0.2666666667	7
2013	slipZen	8	7	1	0.875	0.125	1
2014	slipZen	4	3	1	0.75	0.25	2
2020	slö	5	0	5	0	1	1
2021	slö	4	0	4	0	1	2
2022	slö	6	0	6	0	1	3
2014	Slocum	1	0	1	0	1	2
2015	Slocum	1	0	1	0	1	4
2018	Slocum	1	0	1	0	1	6
2019	Slocum	9	0	9	0	1	5
2020	Slocum	1	0	1	0	1	1
2021	Slocum	2	0	2	0	1	3
2022	Slocum	2	0	2	0	1	7
2006	Slödder	2	2	0	1	0	1
2013	Slogt	1	1	0	1	0	1
2022	slothlorien	1	0	1	0	1	1
2019	Slottsherre	1	0	1	0	1	1
2020	SlowCooker	1	0	1	0	1	1
2013	slowflash	3	3	0	1	0	1
2019	SlowScarecrow	1	0	1	0	1	1
2011	SlowStrangler	2	2	0	1	0	1
2012	sluggerbanan	1	1	0	1	0	2
2014	sluggerbanan	2	0	2	0	1	1
2018	Slugo23	2	0	2	0	1	1
2010	slugs-P	1	1	0	1	0	1
2021	Slupen	1	0	1	0	1	1
2021	SlussenSTHLM	1	0	1	0	1	1
2022	SlussenSTHLM	1	0	1	0	1	2
2010	slutagnäll	1	1	0	1	0	1
2021	slutataxera	1	0	1	0	1	1
2010	slyslapsalot	2	2	0	1	0	1
2012	sm910dif	1	1	0	1	0	7
2013	sm910dif	2	0	2	0	1	1
2014	sm910dif	9	0	9	0	1	2
2015	sm910dif	3	0	3	0	1	3
2016	sm910dif	18	0	18	0	1	5
2017	sm910dif	3	0	3	0	1	6
2019	sm910dif	1	0	1	0	1	4
2015	smabb	1	0	1	0	1	1
2019	Smaka-mig	1	0	1	0	1	1
2014	smålandtintin	2	0	2	0	1	1
2011	Smartaz	1	1	0	1	0	1
2007	Smartbar Sweden	3	3	0	1	0	1
2017	Smartest	1	1	0	1	0	1
2022	SmartHans	2	0	2	0	1	1
2020	smartjavel	2	0	2	0	1	1
2022	Smartlindring	1	0	1	0	1	1
2014	SmartSvenk	1	1	0	1	0	1
2005	smartypants	5	5	0	1	0	1
2011	SMBH	2	1	1	0.5	0.5	2
2012	SMBH	2	1	1	0.5	0.5	3
2013	SMBH	3	0	3	0	1	1
2010	SMD FB	2	2	0	1	0	1
2019	Smegma	1	0	1	0	1	3
2020	Smegma	1	0	1	0	1	1
2021	Smegma	1	0	1	0	1	2
2022	Smekarn87	1	0	1	0	1	1
2013	Smellfetesigge	1	0	1	0	1	1
2015	smellyproof	1	0	1	0	1	1
2016	smellyproof	1	0	1	0	1	2
2010	Smerch	1	1	0	1	0	2
2020	Smerch	1	0	1	0	1	1
2019	Smeso	2	0	2	0	1	1
2013	SmetFet	2	0	2	0	1	1
2011	SmileuronTV	6	0	6	0	1	1
2020	Smira	2	0	2	0	1	1
2018	Smirmat	1	0	1	0	1	1
2022	Smithsonian	1	0	1	0	1	1
2008	SMK	2	2	0	1	0	1
2017	smoerrebom	1	0	1	0	1	2
2018	smoerrebom	2	0	2	0	1	3
2020	smoerrebom	1	0	1	0	1	1
2014	SmokeOn	11	0	11	0	1	1
2015	SmokeOn	13	0	13	0	1	2
2019	SmokeOn	1	0	1	0	1	3
2011	Smokey	2	2	0	1	0	2
2013	Smokey	1	0	1	0	1	1
2018	SmokeyNegroni	2	0	2	0	1	1
2017	SmokyBacon	1	0	1	0	1	1
2015	Smolten	2	2	0	1	0	1
2008	smooth	1	1	0	1	0	1
2022	smulform	2	0	2	0	1	1
2022	smulform2	1	0	1	0	1	1
2008	Smulort	2	2	0	1	0	1
2009	smultroncitron	1	1	0	1	0	1
2013	Smurfff	1	1	0	1	0	1
2008	Smurffröken	1	1	0	1	0	1
2017	SmurfSmurf	1	0	1	0	1	3
2020	SmurfSmurf	2	0	2	0	1	1
2021	SmurfSmurf	4	0	4	0	1	2
2010	Smutz	2	2	0	1	0	1
2022	Smutz	1	0	1	0	1	2
2014	SmygEstetaren	2	0	2	0	1	1
2020	SmyghukareN	2	0	2	0	1	1
2021	SmyghukareN	1	0	1	0	1	2
2022	SmyghukareN	2	0	2	0	1	3
2019	smygrasisten	1	0	1	0	1	2
2021	smygrasisten	1	0	1	0	1	1
2022	Snabbaliraren	3	0	3	0	1	1
2020	snabbfot	1	0	1	0	1	1
2021	snabbmat	1	0	1	0	1	1
2011	SnaggGerRagg	2	2	0	1	0	1
2010	SnagIT	1	1	0	1	0	1
2004	Snailis	1	1	0	1	0	1
2020	snajjdaren	3	0	3	0	1	1
2012	Snajsan	1	1	0	1	0	3
2014	Snajsan	3	0	3	0	1	1
2015	Snajsan	8	3	5	0.375	0.625	2
2012	SnakePlisssken	1	0	1	0	1	3
2016	SnakePlisssken	1	0	1	0	1	1
2018	SnakePlisssken	1	0	1	0	1	2
2017	Snapcount	2	1	1	0.5	0.5	1
2018	snapphona	1	0	1	0	1	1
2022	SnappSpell	1	0	1	0	1	1
2020	Snartfinsk	1	0	1	0	1	1
2021	Snartfinsk	1	0	1	0	1	2
2020	Snauzzer	2	0	2	0	1	1
2014	Sneaky.Bastard	1	0	1	0	1	1
2018	SneakyBastard82	1	0	1	0	1	1
2020	SneakyBeaky	1	0	1	0	1	1
2019	sneakydude	1	0	1	0	1	1
2009	snejken1520	1	1	0	1	0	1
2015	snelhesten	1	0	1	0	1	1
2017	snelhesten	1	0	1	0	1	2
2012	Snezhinka	1	1	0	1	0	1
2013	snickers	1	0	1	0	1	1
2015	snigel1	2	0	2	0	1	1
2016	snigel1	1	0	1	0	1	2
2010	snillet_1	2	2	0	1	0	2
2014	snillet_1	1	0	1	0	1	1
2015	snillet_1	1	0	1	0	1	3
2021	Snitchelibitchen	1	0	1	0	1	1
2019	snivlem	1	0	1	0	1	2
2021	snivlem	2	0	2	0	1	1
2014	Snjor	2	2	0	1	0	1
2014	sno	1	1	0	1	0	2
2017	sno	1	0	1	0	1	3
2020	sno	3	0	3	0	1	1
2014	Snobb	4	3	1	0.75	0.25	1
2017	SnobbenL	1	0	1	0	1	1
2018	Snobird	2	0	2	0	1	4
2019	Snobird	2	0	2	0	1	3
2020	Snobird	1	0	1	0	1	1
2021	Snobird	6	0	6	0	1	2
2022	Snobird	4	0	4	0	1	5
2017	Snöj	1	0	1	0	1	1
2012	snömannen	1	1	0	1	0	1
2014	snomos	1	0	1	0	1	1
2014	snoopiesnoop3	1	0	1	0	1	1
2016	Snoork	1	1	0	1	0	1
2014	Snooze91	3	0	3	0	1	1
2022	Snoppdoggydog	1	0	1	0	1	1
2018	Snopphanen	2	0	2	0	1	2
2021	Snopphanen	2	0	2	0	1	1
2014	snopptrick	5	0	5	0	1	1
2014	snorkherren	6	1	5	0.1666666667	0.8333333333	1
2015	snorkherren	4	0	4	0	1	3
2021	snorkherren	1	1	0	1	0	2
2013	Snorlyktan	6	6	0	1	0	1
2021	Snorrelino	1	0	1	0	1	1
2007	Snövit	4	4	0	1	0	1
2008	Snövit	1	1	0	1	0	2
2011	SnowInformer	1	1	0	1	0	2
2015	SnowInformer	1	0	1	0	1	1
2010	Snubb	1	1	0	1	0	2
2014	Snubb	2	0	2	0	1	1
2019	Snubchurp	5	0	5	0	1	1
2008	SnuFF	1	1	0	1	0	1
2009	snuffoman	1	1	0	1	0	2
2010	snuffoman	1	1	0	1	0	1
2014	snurre-spratt	1	1	0	1	0	1
2022	snurrelisa123	1	0	1	0	1	1
2014	Snurren75	1	0	1	0	1	1
2010	snusker	1	1	0	1	0	1
2017	snusker	1	0	1	0	1	2
2017	SnuskigNisse	1	1	0	1	0	1
2012	snuskjonas	1	0	1	0	1	1
2015	Snuskklubban	1	0	1	0	1	1
2022	Snuthus	1	0	1	0	1	1
2013	Snuttegrisarna	2	1	1	0.5	0.5	1
2014	Snuttepuff	2	0	2	0	1	1
2022	snuttis	1	0	1	0	1	1
2015	Snygg-Anders	1	0	1	0	1	1
2019	Snygg-Anders	1	0	1	0	1	2
2018	SnyggaJim	1	0	1	0	1	2
2020	SnyggaJim	2	0	2	0	1	1
2019	SnyggBil	5	0	5	0	1	1
2019	Snygginggg	1	0	1	0	1	1
2011	SnyggSmartochLat	1	1	0	1	0	2
2012	SnyggSmartochLat	14	3	11	0.2142857143	0.7857142857	3
2013	SnyggSmartochLat	2	0	2	0	1	1
2021	SoberZealot	12	0	12	0	1	1
2022	SoberZealot	8	1	7	0.125	0.875	2
2009	Sobofied	1	1	0	1	0	2
2019	Sobofied	1	0	1	0	1	1
2021	Sobrilbil	1	0	1	0	1	1
2022	Sobrilbil	4	0	4	0	1	2
2018	Socialdarwinist	1	0	1	0	1	1
2008	Socialdemokrati	1	1	0	1	0	1
2015	socialismsucks	4	0	4	0	1	1
2012	Socialista	1	1	0	1	0	1
2010	SocialMisfit	1	1	0	1	0	1
2010	Sociopatrik	1	1	0	1	0	1
2014	Sockermissbrukare	9	2	7	0.2222222222	0.7777777778	1
2010	Sockerpappan	1	1	0	1	0	3
2014	Sockerpappan	3	0	3	0	1	1
2021	Sockerpappan	1	0	1	0	1	2
2020	SoCo	1	1	0	1	0	1
2021	SoCo	1	0	1	0	1	2
2022	SoCo	1	0	1	0	1	3
2019	Soda--Pop	27	0	27	0	1	2
2020	Soda--Pop	7	0	7	0	1	1
2016	sodermalmsfeminist	1	0	1	0	1	1
2014	SoderortFTW	1	1	0	1	0	1
2013	Soderortskillen	1	0	1	0	1	1
2020	Softer	1	0	1	0	1	1
2021	Softer	1	0	1	0	1	2
2021	Softis...	1	0	1	0	1	1
2009	SoftisSoffan	1	1	0	1	0	1
2022	sokcrates	8	0	8	0	1	1
2019	Solglittret	3	0	3	0	1	1
2009	solid302	2	2	0	1	0	1
2010	solidaritet_NOT	1	1	0	1	0	1
2010	Solidgrund	1	1	0	1	0	1
2022	Solipsism	1	0	1	0	1	1
2020	Solitair	1	0	1	0	1	1
2021	Solitair	1	0	1	0	1	2
2021	Solitud	2	0	2	0	1	1
2009	Solstickepojken	1	1	0	1	0	1
2022	solstrålar	2	0	2	0	1	1
2020	Soltorkadetomater	5	0	5	0	1	1
2021	Soltorkadetomater	2	0	2	0	1	2
2022	Soltorkadetomater	2	0	2	0	1	3
2014	Solvargen	1	0	1	0	1	1
2017	Som-Gjuten	1	0	1	0	1	1
2012	Som-nam-na	2	0	2	0	1	3
2019	Som-nam-na	2	0	2	0	1	2
2021	Som-nam-na	3	0	3	0	1	1
2017	Somaliasamtal	2	0	2	0	1	1
2015	somaliasommelier	1	0	1	0	1	1
2022	Somalimonkey	1	0	1	0	1	1
2011	Somalisk-pizza	8	8	0	1	0	1
2018	Somaton	1	0	1	0	1	1
2009	sommarlov	2	2	0	1	0	7
2013	sommarlov	1	1	0	1	0	1
2015	sommarlov	2	1	1	0.5	0.5	4
2016	sommarlov	2	0	2	0	1	6
2018	sommarlov	1	0	1	0	1	8
2019	sommarlov	3	0	3	0	1	5
2020	sommarlov	3	0	3	0	1	2
2021	sommarlov	2	1	1	0.5	0.5	3
2022	sommarlov	2	1	1	0.5	0.5	9
2015	Sommarsune	7	1	6	0.1428571429	0.8571428571	1
2016	Sommarsune	5	0	5	0	1	2
2017	Sommarsune	1	0	1	0	1	3
2017	Sommarvikingen	1	0	1	0	1	2
2021	Sommarvikingen	2	0	2	0	1	1
2021	Sonafnorr	3	0	3	0	1	1
2011	Sonden	3	1	2	0.3333333333	0.6666666667	1
2016	sonicguide	1	0	1	0	1	2
2019	sonicguide	3	0	3	0	1	1
2022	sonicguide	1	0	1	0	1	3
2010	SonneHagal	4	4	0	1	0	1
2011	SonneHagal	8	5	3	0.625	0.375	2
2014	Sonnenwende	1	0	1	0	1	1
2015	Sonnenwende	14	0	14	0	1	3
2016	Sonnenwende	12	0	12	0	1	5
2017	Sonnenwende	3	0	3	0	1	6
2018	Sonnenwende	4	0	4	0	1	7
2019	Sonnenwende	4	0	4	0	1	4
2021	Sonnenwende	4	0	4	0	1	2
2012	Sonny-Sumo	1	1	0	1	0	3
2013	Sonny-Sumo	4	1	3	0.25	0.75	1
2014	Sonny-Sumo	1	0	1	0	1	2
2021	sonny.r	1	0	1	0	1	1
2020	Sonny00	2	0	2	0	1	1
2010	sonofliberty	1	0	1	0	1	1
2017	sontillminpappa	1	0	1	0	1	1
2010	SonyB	1	1	0	1	0	1
2019	Sook	2	0	2	0	1	1
2017	Sopaplayer	1	0	1	0	1	1
2018	SophieNeveu	1	0	1	0	1	2
2019	SophieNeveu	1	0	1	0	1	1
2017	Sopphjonet	1	0	1	0	1	1
2020	SorgsenNationalist	1	0	1	0	1	1
2022	SorgsenNationalist	3	0	3	0	1	2
2016	Sorrymf	2	0	2	0	1	1
2008	sossarnasuger	3	3	0	1	0	1
2018	SoSuKoKu-34-b	2	0	2	0	1	2
2019	SoSuKoKu-34-b	1	0	1	0	1	1
2011	sosweet	4	4	0	1	0	2
2019	sosweet	1	1	0	1	0	1
2017	Sotern	2	0	2	0	1	4
2018	Sotern	1	0	1	0	1	5
2019	Sotern	3	0	3	0	1	3
2020	Sotern	5	0	5	0	1	1
2021	Sotern	5	0	5	0	1	2
2022	Sotern	1	0	1	0	1	6
2018	Soul Patrol	1	0	1	0	1	1
2014	Soulflower	1	0	1	0	1	1
2013	Soulsurfer	2	2	0	1	0	1
2012	soulwax	1	0	1	0	1	1
2004	Sova	1	1	0	1	0	1
2022	Sovjet-Soyuz	1	0	1	0	1	1
2012	sovvandring	1	0	1	0	1	1
2010	Sowilu	2	2	0	1	0	1
2011	Sowilu	1	1	0	1	0	2
2022	Soyence	1	0	1	0	1	1
2009	SpaCC	1	1	0	1	0	1
2017	Spaceadder	1	0	1	0	1	1
2022	SpaceBase	1	0	1	0	1	1
2008	spacekaiser	1	1	0	1	0	1
2012	SpaceKozak	2	1	1	0.5	0.5	1
2020	Spader-Horan	2	0	2	0	1	1
2013	Spaeckhuggare	8	2	6	0.25	0.75	1
2018	spajje	1	0	1	0	1	1
2009	Späk	2	2	0	1	0	2
2014	Späk	1	1	0	1	0	1
2011	spandido	5	5	0	1	0	1
2021	Spanjolett-Rudis	1	0	1	0	1	1
2019	Sparagmos	3	0	3	0	1	1
2018	sparrow1	2	0	2	0	1	1
2015	Sparsam	1	0	1	0	1	1
2012	SparTyre	1	1	0	1	0	1
2009	Spaz.	3	3	0	1	0	2
2013	Spaz.	1	0	1	0	1	1
2015	SPD13	1	0	1	0	1	1
2021	Spearo	1	0	1	0	1	1
2014	SpecialEdition	1	0	1	0	1	1
2015	SpecialEdition	1	0	1	0	1	2
2022	specialist2500	1	0	1	0	1	1
2015	Specktakel	3	0	3	0	1	1
2016	Specktakel	1	0	1	0	1	2
2014	speedi-	1	0	1	0	1	1
2016	speedskater	1	0	1	0	1	2
2017	speedskater	2	0	2	0	1	3
2018	speedskater	1	0	1	0	1	4
2019	speedskater	2	0	2	0	1	1
2022	speery	2	0	2	0	1	1
2014	Spelarn1	1	0	1	0	1	1
2015	Spelarn1	1	0	1	0	1	2
2018	spelhunden	2	0	2	0	1	1
2010	Spelvin	2	2	0	1	0	1
2009	Spengler	1	1	0	1	0	3
2010	Spengler	1	1	0	1	0	2
2011	Spengler	1	1	0	1	0	4
2014	Spengler	1	0	1	0	1	1
2013	Spermabad	1	1	0	1	0	1
2021	Spermadonatorn	1	0	1	0	1	1
2011	spermaoffret	1	1	0	1	0	1
2015	sperrmannen	2	1	1	0.5	0.5	1
2015	Spersson	3	0	3	0	1	2
2017	Spersson	1	0	1	0	1	3
2020	Spersson	1	0	1	0	1	1
2022	spherical	2	1	1	0.5	0.5	1
2018	Spilldmjolk	1	0	1	0	1	1
2020	spindrift	1	0	1	0	1	1
2010	SpirituzSancti	1	1	0	1	0	1
2015	spitzbergen	4	0	4	0	1	1
2016	spitzbergen	3	0	3	0	1	2
2009	spleencollector	1	1	0	1	0	1
2011	spleendid	1	1	0	1	0	1
2010	Splendeur	3	3	0	1	0	1
2018	spliffpatrullen	1	0	1	0	1	1
2013	SplitVison	1	1	0	1	0	1
2021	Spoektriks	1	1	0	1	0	1
2022	SpOeNdi	1	0	1	0	1	1
2010	spoiler	4	1	3	0.25	0.75	5
2012	spoiler	1	1	0	1	0	11
2013	spoiler	5	1	4	0.2	0.8	1
2014	spoiler	5	1	4	0.2	0.8	3
2015	spoiler	1	0	1	0	1	6
2016	spoiler	2	0	2	0	1	8
2017	spoiler	2	0	2	0	1	9
2018	spoiler	2	0	2	0	1	10
2019	spoiler	16	0	16	0	1	7
2020	spoiler	2	0	2	0	1	2
2021	spoiler	4	0	4	0	1	4
2022	spoiler	4	0	4	0	1	12
2019	Spongen	2	0	2	0	1	1
2013	Sponsorn	1	0	1	0	1	1
2015	SpoonyOne	1	0	1	0	1	1
2009	spooz	2	2	0	1	0	2
2010	spooz	1	1	0	1	0	1
2014	SportquattroS1	1	0	1	0	1	1
2021	SportquattroS1	2	0	2	0	1	2
2013	Sprangdegs-Harry	1	1	0	1	0	1
2015	Sprangdegs-Harry	1	0	1	0	1	2
2015	spray3	1	0	1	0	1	1
2017	SprayLord	3	0	3	0	1	1
2010	Sprengasteinn	1	1	0	1	0	1
2020	sprengdanka	1	0	1	0	1	1
2010	sprithitler	1	1	0	1	0	1
2011	sprithitler	2	2	0	1	0	2
2020	Spritnota	1	0	1	0	1	1
2021	Spritnota	1	0	1	0	1	2
2022	Spritnota	1	0	1	0	1	3
2020	Spritsson	1	0	1	0	1	1
2018	Sprutnarkoman	1	0	1	0	1	1
2013	Spugge	2	2	0	1	0	1
2013	Spurr	1	1	0	1	0	1
2014	Spurr	1	0	1	0	1	2
2017	spyder123	2	0	2	0	1	1
2016	Spyrran	1	0	1	0	1	1
2019	Sqeptisk	1	0	1	0	1	1
2016	Sqrbanken	2	0	2	0	1	2
2018	Sqrbanken	2	0	2	0	1	3
2020	Sqrbanken	1	0	1	0	1	1
2022	Sqrbanken	2	1	1	0.5	0.5	4
2010	Squadrista	3	3	0	1	0	1
2011	Squadrista	11	11	0	1	0	2
2008	Squalo	1	1	0	1	0	2
2011	Squalo	1	1	0	1	0	1
2012	Squeeky	1	0	1	0	1	1
2010	Squid 'n the wh	1	1	0	1	0	1
2013	sremla	2	0	2	0	1	1
2016	SSG90	1	0	1	0	1	1
2013	Ssgh	1	1	0	1	0	1
2010	St. Pinocchio	1	1	0	1	0	1
2011	St.Moses	28	5	23	0.1785714286	0.8214285714	1
2012	St.Moses	19	0	19	0	1	2
2017	St0ny	1	0	1	0	1	1
2018	St0ny	2	1	1	0.5	0.5	2
2019	STABILO99	1	0	1	0	1	1
2015	Stabskapten	1	1	0	1	0	3
2016	Stabskapten	1	0	1	0	1	4
2017	Stabskapten	2	0	2	0	1	5
2020	Stabskapten	2	0	2	0	1	1
2021	Stabskapten	1	0	1	0	1	2
2022	Stabskapten	1	0	1	0	1	6
2020	stacanovist	4	0	4	0	1	1
2013	staffanwestberg	1	1	0	1	0	1
2015	staffanwestberg	1	0	1	0	1	2
2009	Stafford	1	1	0	1	0	1
2010	Stahlhelm	1	1	0	1	0	1
2014	Stakeholder	1	0	1	0	1	1
2016	Stakeholder	1	0	1	0	1	2
2017	Stakeholder	1	0	1	0	1	3
2022	Stalinfuhrer	4	0	4	0	1	1
2020	Stallbackshjonet	5	0	5	0	1	1
2011	Stallhagen	1	1	0	1	0	3
2014	Stallhagen	3	1	2	0.3333333333	0.6666666667	1
2015	Stallhagen	2	0	2	0	1	2
2010	Ståltomten	1	1	0	1	0	1
2010	Stålverk	1	1	0	1	0	1
2020	stamfader	4	1	3	0.25	0.75	1
2010	Staniolrustning	1	1	0	1	0	1
2012	Staniolrustning	1	1	0	1	0	2
2021	stankerspace	1	0	1	0	1	1
2016	Stantorman	1	0	1	0	1	1
2016	Stapedius	1	0	1	0	1	1
2007	Star Witness	1	1	0	1	0	2
2009	Star Witness	1	1	0	1	0	1
2017	Star Witness	1	0	1	0	1	3
2019	Starback	5	0	5	0	1	3
2020	Starback	1	0	1	0	1	1
2021	Starback	1	0	1	0	1	2
2014	Starguitar	1	0	1	0	1	1
2008	Starke Adolf	2	2	0	1	0	4
2010	Starke Adolf	2	2	0	1	0	2
2011	Starke Adolf	4	4	0	1	0	3
2012	Starke Adolf	1	1	0	1	0	5
2013	Starke Adolf	1	1	0	1	0	1
2016	starke_adolf	2	0	2	0	1	1
2017	starke_adolf	7	0	7	0	1	2
2015	StarkeAlfred	1	0	1	0	1	1
2016	StarkeAlfred	1	0	1	0	1	2
2019	StarkMark	7	0	7	0	1	3
2020	StarkMark	2	0	2	0	1	1
2021	StarkMark	2	0	2	0	1	2
2019	Starobrno	1	0	1	0	1	1
2022	Starobrno	2	0	2	0	1	2
2013	Staropramen777	1	0	1	0	1	1
2015	Staropramen777	4	0	4	0	1	2
2016	Staropramen777	1	0	1	0	1	4
2017	Staropramen777	1	0	1	0	1	5
2019	Staropramen777	3	0	3	0	1	3
2012	Start79	1	1	0	1	0	1
2006	Starvid	1	1	0	1	0	4
2008	Starvid	1	1	0	1	0	3
2009	Starvid	4	4	0	1	0	2
2014	Starvid	2	0	2	0	1	1
2015	staticage	3	0	3	0	1	3
2016	staticage	9	0	9	0	1	5
2017	staticage	5	0	5	0	1	6
2018	staticage	6	0	6	0	1	7
2019	staticage	1	0	1	0	1	4
2020	staticage	1	0	1	0	1	1
2021	staticage	3	0	3	0	1	2
2017	StationOdenplan	1	0	1	0	1	1
2015	Statistenidittliv	1	0	1	0	1	2
2017	Statistenidittliv	1	0	1	0	1	3
2018	Statistenidittliv	1	0	1	0	1	4
2020	Statistenidittliv	2	0	2	0	1	1
2017	StatligaTeleverket	2	0	2	0	1	1
2022	Statsminister2030	5	0	5	0	1	1
2021	statsterrorist	1	0	1	0	1	1
2009	StAugustin	1	1	0	1	0	1
2018	stavpolisen	1	0	1	0	1	1
2021	stavrogin	1	0	1	0	1	1
2020	steber65	2	0	2	0	1	1
2012	Steeeff	1	1	0	1	0	1
2011	SteelPizza	1	0	1	0	1	1
2012	SteelPizza	1	1	0	1	0	2
2021	Stefan S	1	0	1	0	1	1
2017	Stefan4	1	1	0	1	0	2
2018	Stefan4	1	0	1	0	1	3
2020	Stefan4	1	0	1	0	1	1
2006	StefanHeterJag	1	1	0	1	0	3
2008	StefanHeterJag	2	2	0	1	0	2
2010	StefanHeterJag	1	1	0	1	0	1
2022	Stefanito	1	0	1	0	1	1
2022	StefanO12	2	0	2	0	1	1
2012	Stefansson1	3	3	0	1	0	1
2017	Steff83	1	0	1	0	1	2
2021	Steff83	1	0	1	0	1	1
2017	Stegbil	1	0	1	0	1	2
2018	Stegbil	1	0	1	0	1	3
2021	Stegbil	2	0	2	0	1	1
2022	Stegbil	2	0	2	0	1	4
2015	Steinarr	2	0	2	0	1	2
2016	Steinarr	1	0	1	0	1	4
2018	Steinarr	8	0	8	0	1	5
2019	Steinarr	6	0	6	0	1	3
2020	Steinarr	3	0	3	0	1	1
2020	stekarn89	1	0	1	0	1	1
2010	stekarne	1	1	0	1	0	1
2021	StekplankAmbros	1	0	1	0	1	1
2021	StElmosFire	1	0	1	0	1	1
2019	Sten-Ulph	2	0	2	0	1	1
2009	sten.b	1	1	0	1	0	1
2012	stenbergsmannen	3	3	0	1	0	1
2009	stengolv	1	1	0	1	0	1
2017	stenhogen	2	0	2	0	1	1
2018	StenSaxPung	1	0	1	0	1	1
2010	stenvall	1	1	0	1	0	1
2020	Steppvargen	1	0	1	0	1	1
2017	stepthefuckback666	4	0	4	0	1	2
2018	stepthefuckback666	3	0	3	0	1	3
2019	stepthefuckback666	2	0	2	0	1	1
2013	Sternococktail	2	0	2	0	1	1
2018	SteveGigantenJobs	1	0	1	0	1	1
2022	SteveGigantenJobs	2	0	2	0	1	2
2012	steveharrisffs	1	0	1	0	1	1
2011	StevenStCroix	1	1	0	1	0	1
2014	stevenstills	9	4	5	0.4444444444	0.5555555556	2
2016	stevenstills	2	0	2	0	1	5
2017	stevenstills	2	0	2	0	1	6
2018	stevenstills	3	0	3	0	1	7
2019	stevenstills	8	0	8	0	1	4
2020	stevenstills	4	0	4	0	1	1
2021	stevenstills	18	0	18	0	1	3
2022	stevenstills	3	0	3	0	1	8
2017	STHLM-TLV	1	1	0	1	0	1
2022	Sthlm007	4	0	4	0	1	1
2011	Sthu	1	1	0	1	0	1
2012	Sthu	3	0	3	0	1	2
2020	stibkloF	1	0	1	0	1	1
2019	Sticazzi	3	0	3	0	1	1
2018	StickmanRevolution	2	0	2	0	1	2
2019	StickmanRevolution	1	0	1	0	1	1
2011	Stiffnipples	23	2	21	0.0869565217	0.9130434783	2
2012	Stiffnipples	9	0	9	0	1	3
2013	Stiffnipples	7	1	6	0.1428571429	0.8571428571	1
2020	stiftsadjunkten	2	0	2	0	1	1
2007	Stig-Britt	12	12	0	1	0	5
2008	Stig-Britt	4	4	0	1	0	6
2009	Stig-Britt	1	1	0	1	0	4
2010	Stig-Britt	1	1	0	1	0	1
2015	Stig-Britt	1	0	1	0	1	2
2019	Stig-Britt	2	0	2	0	1	3
2021	stiggen123	1	0	1	0	1	1
2019	StigHelmutt	1	0	1	0	1	3
2020	StigHelmutt	1	0	1	0	1	1
2021	StigHelmutt	1	0	1	0	1	2
2022	StigHelmutt	1	0	1	0	1	4
2012	stigma	1	0	1	0	1	1
2010	Stigmata01	6	6	0	1	0	2
2016	Stigmata01	2	0	2	0	1	4
2019	Stigmata01	1	0	1	0	1	3
2020	Stigmata01	1	0	1	0	1	1
