author	age	v2rel	year	bin	binlabel
Solkattan	46		2020	4	40--49
jazzy	35		2020	3	30--39
Kryztina	44		2020	4	40--49
Alle	53		2021	5	50--59
Jeanette	53		2021	5	50--59
Anne69	53		2021	5	50--59
Jossebell	54		2021	5	50--59
Emeli	69		2021	6	60+
AW76	46		2021	4	40--49
Impertiff	49		2021	4	40--49
Nickis	49		2021	4	40--49
Happy me	47		2021	4	40--49
Tyrell	50		2021	5	50--59
Lindadjo	45		2021	4	40--49
mossan	53		2021	5	50--59
nnnnnnnn	53	0.2703007604617022	2021	5	50--59
Dohgon	35		2021	3	30--39
Ett två tre	37		2021	3	30--39
Snakeheart	42		2021	4	40--49
Gladabarnensmamma	40		2021	4	40--49
copycat	36		2021	3	30--39
modestyclara	44		2021	4	40--49
hotten	48		2021	4	40--49
Anne M	64		2021	6	60+
bubbelmaja	45		2021	4	40--49
vist	53		2021	5	50--59
Tecum	66	0.3685919460841394	2021	6	60+
fruganL	33		2021	3	30--39
yodi	43	0.0	2021	4	40--49
Pochahontas	49		2021	4	40--49
kicki08	45		2021	4	40--49
LHUF	43	0.12285615698913566	2021	4	40--49
MalinI	44		2021	4	40--49
Sommartider	33		2021	3	30--39
Solaris	53		2021	5	50--59
Ruggugglan	35		2021	3	30--39
Fjäril kär	45		2021	4	40--49
Gustie	50		2021	5	50--59
hymafr	58		2021	5	50--59
PumpkinQueen	41		2021	4	40--49
Tilcha	38		2021	3	30--39
Lorelei	45		2021	4	40--49
CoolJen	43		2021	4	40--49
car	48		2021	4	40--49
Baronessan	48		2021	4	40--49
hemlis	53		2021	5	50--59
Mopsan	36		2021	3	30--39
Adora1	43		2021	4	40--49
Saltlakrits	39		2021	3	30--39
Alisa	42		2021	4	40--49
Ickan	53		2021	5	50--59
underverket 06	52		2021	5	50--59
barnsäng	53		2021	5	50--59
UWO BaraJag	50		2021	5	50--59
högbergarna	44		2021	4	40--49
Skogsstjärnan	55		2021	5	50--59
Tristan	53		2021	5	50--59
lilla mej	45		2021	4	40--49
sportpappa	45		2021	4	40--49
hot fuss	43		2021	4	40--49
Bohman	37		2021	3	30--39
AnnaKlara	52		2021	5	50--59
hannis	44		2021	4	40--49
Moomin	41		2021	4	40--49
snobben	53		2021	5	50--59
Insatt	41		2021	4	40--49
Konvaljen	38		2021	3	30--39
luzorsus	45		2021	4	40--49
gosmamman	40		2021	4	40--49
Brooke	34		2021	3	30--39
brokig	39		2021	3	30--39
MayaS	53		2021	5	50--59
Emeliee	42		2021	4	40--49
finskaflikkan	39		2021	3	30--39
Tigra79	43		2021	4	40--49
snöflingan1	53		2021	5	50--59
Carla82	40		2021	4	40--49
Kaosmamma	41		2021	4	40--49
Tant Groda	40		2021	4	40--49
Smajla	34	0.0	2021	3	30--39
Mamba	38		2021	3	30--39
ModestyB	41		2021	4	40--49
AndreaBD	58	0.6634232477413325	2021	5	50--59
Lilla Morran	39		2021	3	30--39
TheLove	53		2021	5	50--59
Bondfia	51		2021	5	50--59
Mania x2	45		2021	4	40--49
SuzR	41		2021	4	40--49
Trikarn	53		2021	5	50--59
Damien och Adrian	50		2021	5	50--59
BasseKatt	48		2021	4	40--49
Daggdroppen	35		2021	3	30--39
Tettan	53		2021	5	50--59
lottizm	38	0.02457123139782713	2021	3	30--39
Stella 78	44		2021	4	40--49
Tina B	53		2021	5	50--59
Lillatroll	49		2021	4	40--49
Peztis	53		2021	5	50--59
skruttis11	41		2021	4	40--49
Fiamedbarn	52		2021	5	50--59
Tuttie	42		2021	4	40--49
castillo	35		2021	3	30--39
Studentpappa	41	3.4645436270936254	2021	4	40--49
mikroE	40		2021	4	40--49
CamillaJ	38		2021	3	30--39
Annanym	53		2021	5	50--59
LeaveMeAlone	39		2021	3	30--39
cruz	53		2021	5	50--59
Hedi	57		2021	5	50--59
LuMa	44		2021	4	40--49
TantG	53		2021	5	50--59
allakantralla	47		2021	4	40--49
NinaFina	53		2021	5	50--59
Jossan	53		2021	5	50--59
Mirren	45		2021	4	40--49
Diana	57		2021	5	50--59
Solkattan	47		2021	4	40--49
jazzy	36		2021	3	30--39
Kryztina	45		2021	4	40--49
